labelURN	specimenURN
urn:cite:botcar:catesbyLabels.pencilOnPage20.1	urn:cite:botcar:sloane.20
urn:cite:botcar:catesbyLabels.pencilOnPage139.1	urn:cite:botcar:sloane.139
urn:cite:botcar:catesbyLabels.pencilOnPage322.1	urn:cite:botcar:sloane.322
urn:cite:botcar:catesbyLabels.pencilOnPage421.1	urn:cite:botcar:sloane.421
urn:cite:botcar:catesbyLabels.pencilOnPage109.1	urn:cite:botcar:sloane.109
urn:cite:botcar:catesbyLabels.pencilOnPage164.1	urn:cite:botcar:sloane.164
urn:cite:botcar:catesbyLabels.pencilOnPage412.1	urn:cite:botcar:sloane.412
urn:cite:botcar:catesbyLabels.pencilOnPage28.1	urn:cite:botcar:sloane.28
urn:cite:botcar:catesbyLabels.pencilOnPage413.1	urn:cite:botcar:sloane.413
urn:cite:botcar:catesbyLabels.pencilOnPage67.1	urn:cite:botcar:sloane.67
urn:cite:botcar:catesbyLabels.pencilOnPage66.1	urn:cite:botcar:sloane.66
urn:cite:botcar:catesbyLabels.pencilOnPage46.1	urn:cite:botcar:sloane.46
urn:cite:botcar:catesbyLabels.pencilOnPage50.1	urn:cite:botcar:sloane.50
urn:cite:botcar:catesbyLabels.pencilOnPage14.1	urn:cite:botcar:sloane.14
urn:cite:botcar:catesbyLabels.pencilOnPage55.1	urn:cite:botcar:sloane.55
urn:cite:botcar:catesbyLabels.pencilOnPage342.1	urn:cite:botcar:sloane.342
urn:cite:botcar:catesbyLabels.pencilOnPage175.1	urn:cite:botcar:sloane.175
urn:cite:botcar:catesbyLabels.pencilOnPage391.1	urn:cite:botcar:sloane.391
urn:cite:botcar:catesbyLabels.pencilOnPage8.1	urn:cite:botcar:sloane.8
urn:cite:botcar:catesbyLabels.pencilOnPage239.1	urn:cite:botcar:sloane.239
urn:cite:botcar:catesbyLabels.pencilOnPage420.1	urn:cite:botcar:sloane.420
urn:cite:botcar:catesbyLabels.pencilOnPage233.1	urn:cite:botcar:sloane.233
urn:cite:botcar:catesbyLabels.pencilOnPage231.1	urn:cite:botcar:sloane.231
urn:cite:botcar:catesbyLabels.pencilOnPage32.1	urn:cite:botcar:sloane.32
urn:cite:botcar:catesbyLabels.pencilOnPage305.1	urn:cite:botcar:sloane.305
urn:cite:botcar:catesbyLabels.pencilOnPage302.1	urn:cite:botcar:sloane.302
urn:cite:botcar:catesbyLabels.pencilOnPage172.1	urn:cite:botcar:sloane.172
urn:cite:botcar:catesbyLabels.pencilOnPage68.1	urn:cite:botcar:sloane.68
urn:cite:botcar:catesbyLabels.pencilOnPage262.1	urn:cite:botcar:sloane.262
urn:cite:botcar:catesbyLabels.pencilOnPage95.1	urn:cite:botcar:sloane.95
urn:cite:botcar:catesbyLabels.pencilOnPage47.1	urn:cite:botcar:sloane.47
urn:cite:botcar:catesbyLabels.pencilOnPage80.1	urn:cite:botcar:sloane.80
urn:cite:botcar:catesbyLabels.pencilOnPage111.1	urn:cite:botcar:sloane.111
urn:cite:botcar:catesbyLabels.pencilOnPage34.1	urn:cite:botcar:sloane.34
urn:cite:botcar:catesbyLabels.pencilOnPage345.1	urn:cite:botcar:sloane.345
urn:cite:botcar:catesbyLabels.pencilOnPage419.1	urn:cite:botcar:sloane.419
urn:cite:botcar:catesbyLabels.pencilOnPage105.1	urn:cite:botcar:sloane.105
urn:cite:botcar:catesbyLabels.pencilOnPage180.1	urn:cite:botcar:sloane.180
urn:cite:botcar:catesbyLabels.pencilOnPage384.1	urn:cite:botcar:sloane.384
urn:cite:botcar:catesbyLabels.pencilOnPage260.1	urn:cite:botcar:sloane.260
urn:cite:botcar:catesbyLabels.pencilOnPage21.1	urn:cite:botcar:sloane.21
urn:cite:botcar:catesbyLabels.pencilOnPage192.1	urn:cite:botcar:sloane.192
urn:cite:botcar:catesbyLabels.pencilOnPage63.1	urn:cite:botcar:sloane.63
urn:cite:botcar:catesbyLabels.pencilOnPage238.1	urn:cite:botcar:sloane.238
urn:cite:botcar:catesbyLabels.pencilOnPage174.1	urn:cite:botcar:sloane.174
urn:cite:botcar:catesbyLabels.pencilOnPage160.1	urn:cite:botcar:sloane.160
urn:cite:botcar:catesbyLabels.pencilOnPage48.1	urn:cite:botcar:sloane.48
urn:cite:botcar:catesbyLabels.pencilOnPage13.1	urn:cite:botcar:sloane.13
urn:cite:botcar:catesbyLabels.pencilOnPage243.1	urn:cite:botcar:sloane.243
urn:cite:botcar:catesbyLabels.pencilOnPage19.1	urn:cite:botcar:sloane.19
urn:cite:botcar:catesbyLabels.pencilOnPage415.1	urn:cite:botcar:sloane.415
urn:cite:botcar:catesbyLabels.pencilOnPage170.1	urn:cite:botcar:sloane.170
urn:cite:botcar:catesbyLabels.pencilOnPage33.1	urn:cite:botcar:sloane.33
urn:cite:botcar:catesbyLabels.pencilOnPage271.1	urn:cite:botcar:sloane.271
urn:cite:botcar:catesbyLabels.pencilOnPage220.1	urn:cite:botcar:sloane.220
urn:cite:botcar:catesbyLabels.pencilOnPage210.1	urn:cite:botcar:sloane.210
urn:cite:botcar:catesbyLabels.pencilOnPage216.1	urn:cite:botcar:sloane.216
urn:cite:botcar:catesbyLabels.pencilOnPage181.1	urn:cite:botcar:sloane.181
urn:cite:botcar:catesbyLabels.pencilOnPage370.1	urn:cite:botcar:sloane.370
urn:cite:botcar:catesbyLabels.pencilOnPage213.1	urn:cite:botcar:sloane.213
urn:cite:botcar:catesbyLabels.pencilOnPage104.1	urn:cite:botcar:sloane.104
urn:cite:botcar:catesbyLabels.pencilOnPage9.1	urn:cite:botcar:sloane.9
urn:cite:botcar:catesbyLabels.pencilOnPage263.1	urn:cite:botcar:sloane.263
urn:cite:botcar:catesbyLabels.pencilOnPage308.1	urn:cite:botcar:sloane.308
urn:cite:botcar:catesbyLabels.pencilOnPage169.1	urn:cite:botcar:sloane.169
urn:cite:botcar:catesbyLabels.pencilOnPage90.1	urn:cite:botcar:sloane.90
urn:cite:botcar:catesbyLabels.pencilOnPage383.1	urn:cite:botcar:sloane.383
urn:cite:botcar:catesbyLabels.pencilOnPage268.1	urn:cite:botcar:sloane.268
urn:cite:botcar:catesbyLabels.pencilOnPage207.1	urn:cite:botcar:sloane.207
urn:cite:botcar:catesbyLabels.pencilOnPage253.1	urn:cite:botcar:sloane.253
urn:cite:botcar:catesbyLabels.pencilOnPage265.1	urn:cite:botcar:sloane.265
urn:cite:botcar:catesbyLabels.pencilOnPage309.1	urn:cite:botcar:sloane.309
urn:cite:botcar:catesbyLabels.pencilOnPage306.1	urn:cite:botcar:sloane.306
urn:cite:botcar:catesbyLabels.pencilOnPage389.1	urn:cite:botcar:sloane.389
urn:cite:botcar:catesbyLabels.pencilOnPage218.1	urn:cite:botcar:sloane.218
urn:cite:botcar:catesbyLabels.pencilOnPage4.1	urn:cite:botcar:sloane.4
urn:cite:botcar:catesbyLabels.pencilOnPage360.1	urn:cite:botcar:sloane.360
urn:cite:botcar:catesbyLabels.pencilOnPage304.1	urn:cite:botcar:sloane.304
urn:cite:botcar:catesbyLabels.pencilOnPage101.1	urn:cite:botcar:sloane.101
urn:cite:botcar:catesbyLabels.pencilOnPage289.1	urn:cite:botcar:sloane.289
urn:cite:botcar:catesbyLabels.pencilOnPage201.1	urn:cite:botcar:sloane.201
urn:cite:botcar:catesbyLabels.pencilOnPage25.1	urn:cite:botcar:sloane.25
urn:cite:botcar:catesbyLabels.pencilOnPage7.1	urn:cite:botcar:sloane.7
urn:cite:botcar:catesbyLabels.typedLabel345.1	urn:cite:botcar:sloane.345
urn:cite:botcar:catesbyLabels.typedLabel372.1	urn:cite:botcar:sloane.372
urn:cite:botcar:catesbyLabels.typedLabel32.1	urn:cite:botcar:sloane.32
urn:cite:botcar:catesbyLabels.typedLabel47.1	urn:cite:botcar:sloane.47
urn:cite:botcar:catesbyLabels.typedLabel117.1	urn:cite:botcar:sloane.117
urn:cite:botcar:catesbyLabels.typedLabel21.1	urn:cite:botcar:sloane.21
urn:cite:botcar:catesbyLabels.typedLabel80.1	urn:cite:botcar:sloane.80
urn:cite:botcar:catesbyLabels.typedLabel431.1	urn:cite:botcar:sloane.431
urn:cite:botcar:catesbyLabels.typedLabel419.1	urn:cite:botcar:sloane.419
urn:cite:botcar:catesbyLabels.typedLabel259.1	urn:cite:botcar:sloane.259
urn:cite:botcar:catesbyLabels.typedLabel150.1	urn:cite:botcar:sloane.150
urn:cite:botcar:catesbyLabels.typedLabel164.1	urn:cite:botcar:sloane.164
urn:cite:botcar:catesbyLabels.typedLabel192.1	urn:cite:botcar:sloane.192
urn:cite:botcar:catesbyLabels.typedLabel13.1	urn:cite:botcar:sloane.13
urn:cite:botcar:catesbyLabels.typedLabel231.1	urn:cite:botcar:sloane.231
urn:cite:botcar:catesbyLabels.typedLabel412.1	urn:cite:botcar:sloane.412
urn:cite:botcar:catesbyLabels.typedLabel67.1	urn:cite:botcar:sloane.67
urn:cite:botcar:catesbyLabels.typedLabel260.1	urn:cite:botcar:sloane.260
urn:cite:botcar:catesbyLabels.typedLabel355.1	urn:cite:botcar:sloane.355
urn:cite:botcar:catesbyLabels.typedLabel95.1	urn:cite:botcar:sloane.95
urn:cite:botcar:catesbyLabels.typedLabel262.1	urn:cite:botcar:sloane.262
urn:cite:botcar:catesbyLabels.typedLabel238.1	urn:cite:botcar:sloane.238
urn:cite:botcar:catesbyLabels.typedLabel180.1	urn:cite:botcar:sloane.180
urn:cite:botcar:catesbyLabels.typedLabel105.1	urn:cite:botcar:sloane.105
urn:cite:botcar:catesbyLabels.typedLabel170.1	urn:cite:botcar:sloane.170
urn:cite:botcar:catesbyLabels.typedLabel271.1	urn:cite:botcar:sloane.271
urn:cite:botcar:catesbyLabels.typedLabel48.1	urn:cite:botcar:sloane.48
urn:cite:botcar:catesbyLabels.typedLabel19.1	urn:cite:botcar:sloane.19
urn:cite:botcar:catesbyLabels.typedLabel243.1	urn:cite:botcar:sloane.243
urn:cite:botcar:catesbyLabels.typedLabel389.1	urn:cite:botcar:sloane.389
urn:cite:botcar:catesbyLabels.typedLabel169.1	urn:cite:botcar:sloane.169
urn:cite:botcar:catesbyLabels.typedLabel111.1	urn:cite:botcar:sloane.111
urn:cite:botcar:catesbyLabels.typedLabel68.1	urn:cite:botcar:sloane.68
urn:cite:botcar:catesbyLabels.typedLabel34.1	urn:cite:botcar:sloane.34
urn:cite:botcar:catesbyLabels.typedLabel384.1	urn:cite:botcar:sloane.384
urn:cite:botcar:catesbyLabels.typedLabel309.1	urn:cite:botcar:sloane.309
urn:cite:botcar:catesbyLabels.typedLabel14.1	urn:cite:botcar:sloane.14
urn:cite:botcar:catesbyLabels.typedLabel63.1	urn:cite:botcar:sloane.63
urn:cite:botcar:catesbyLabels.typedLabel421.1	urn:cite:botcar:sloane.421
urn:cite:botcar:catesbyLabels.typedLabel306.1	urn:cite:botcar:sloane.306
urn:cite:botcar:catesbyLabels.typedLabel302.1	urn:cite:botcar:sloane.302
urn:cite:botcar:catesbyLabels.typedLabel415.1	urn:cite:botcar:sloane.415
urn:cite:botcar:catesbyLabels.typedLabel174.1	urn:cite:botcar:sloane.174
urn:cite:botcar:catesbyLabels.typedLabel233.1	urn:cite:botcar:sloane.233
urn:cite:botcar:catesbyLabels.typedLabel383.1	urn:cite:botcar:sloane.383
urn:cite:botcar:catesbyLabels.typedLabel268.1	urn:cite:botcar:sloane.268
urn:cite:botcar:catesbyLabels.typedLabel4.1	urn:cite:botcar:sloane.4
urn:cite:botcar:catesbyLabels.typedLabel239.1	urn:cite:botcar:sloane.239
urn:cite:botcar:catesbyLabels.typedLabel420.1	urn:cite:botcar:sloane.420
urn:cite:botcar:catesbyLabels.typedLabel55.1	urn:cite:botcar:sloane.55
urn:cite:botcar:catesbyLabels.typedLabel342.1	urn:cite:botcar:sloane.342
urn:cite:botcar:catesbyLabels.typedLabel8.1	urn:cite:botcar:sloane.8
urn:cite:botcar:catesbyLabels.typedLabel391.1	urn:cite:botcar:sloane.391
urn:cite:botcar:catesbyLabels.typedLabel175.1	urn:cite:botcar:sloane.175
urn:cite:botcar:catesbyLabels.typedLabel75.1	urn:cite:botcar:sloane.75
urn:cite:botcar:catesbyLabels.typedLabel72.1	urn:cite:botcar:sloane.72
urn:cite:botcar:catesbyLabels.typedLabel160.1	urn:cite:botcar:sloane.160
urn:cite:botcar:catesbyLabels.typedLabel263.1	urn:cite:botcar:sloane.263
urn:cite:botcar:catesbyLabels.typedLabel49.1	urn:cite:botcar:sloane.49
urn:cite:botcar:catesbyLabels.typedLabel316.1	urn:cite:botcar:sloane.316
urn:cite:botcar:catesbyLabels.typedLabel234.1	urn:cite:botcar:sloane.234
urn:cite:botcar:catesbyLabels.typedLabel7.1	urn:cite:botcar:sloane.7
urn:cite:botcar:catesbyLabels.typedLabel322.1	urn:cite:botcar:sloane.322
