labelURN	imageURN
urn:cite:botcar:catesbyLabels.typedLabel164.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557
urn:cite:botcar:catesbyLabels.typedLabel192.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_006_0499
urn:cite:botcar:catesbyLabels.typedLabel13.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_057_0437
urn:cite:botcar:catesbyLabels.typedLabel231.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_089_0568
urn:cite:botcar:catesbyLabels.typedLabel412.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503
urn:cite:botcar:catesbyLabels.typedLabel67.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615
urn:cite:botcar:catesbyLabels.typedLabel260.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500
urn:cite:botcar:catesbyLabels.typedLabel355.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_087_0417
urn:cite:botcar:catesbyLabels.typedLabel95.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605
urn:cite:botcar:catesbyLabels.typedLabel262.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_013_0497
urn:cite:botcar:catesbyLabels.typedLabel238.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501
urn:cite:botcar:catesbyLabels.typedLabel180.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_097_0563
urn:cite:botcar:catesbyLabels.typedLabel105.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_094_0560
urn:cite:botcar:catesbyLabels.typedLabel170.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_054_0603
urn:cite:botcar:catesbyLabels.typedLabel271.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_064_0442
urn:cite:botcar:catesbyLabels.typedLabel48.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589
urn:cite:botcar:catesbyLabels.typedLabel19.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634
urn:cite:botcar:catesbyLabels.typedLabel243.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_079_0432
urn:cite:botcar:catesbyLabels.typedLabel389.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_080_0431
urn:cite:botcar:catesbyLabels.typedLabel169.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604
urn:cite:botcar:catesbyLabels.typedLabel111.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450
urn:cite:botcar:catesbyLabels.typedLabel68.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425
urn:cite:botcar:catesbyLabels.typedLabel34.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484
urn:cite:botcar:catesbyLabels.typedLabel384.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_057_0599
urn:cite:botcar:catesbyLabels.typedLabel309.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440
urn:cite:botcar:catesbyLabels.typedLabel14.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_001_0507
urn:cite:botcar:catesbyLabels.typedLabel63.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494
urn:cite:botcar:catesbyLabels.typedLabel421.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_068_0449
urn:cite:botcar:catesbyLabels.typedLabel306.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451
urn:cite:botcar:catesbyLabels.typedLabel302.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500
urn:cite:botcar:catesbyLabels.typedLabel415.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607
urn:cite:botcar:catesbyLabels.typedLabel174.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440
urn:cite:botcar:catesbyLabels.typedLabel233.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_091_0565
urn:cite:botcar:catesbyLabels.typedLabel383.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433
urn:cite:botcar:catesbyLabels.typedLabel268.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566
urn:cite:botcar:catesbyLabels.typedLabel4.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433
urn:cite:botcar:catesbyLabels.typedLabel239.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567
urn:cite:botcar:catesbyLabels.typedLabel420.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562
urn:cite:botcar:catesbyLabels.typedLabel55.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558
urn:cite:botcar:catesbyLabels.typedLabel342.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425
urn:cite:botcar:catesbyLabels.typedLabel8.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_014_0642
urn:cite:botcar:catesbyLabels.typedLabel391.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503
urn:cite:botcar:catesbyLabels.typedLabel175.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_081_0424
urn:cite:botcar:catesbyLabels.typedLabel75.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485
urn:cite:botcar:catesbyLabels.typedLabel72.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_020_0490
urn:cite:botcar:catesbyLabels.typedLabel160.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492
urn:cite:botcar:catesbyLabels.typedLabel263.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472
urn:cite:botcar:catesbyLabels.typedLabel49.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_069_0588
urn:cite:botcar:catesbyLabels.typedLabel316.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501
urn:cite:botcar:catesbyLabels.typedLabel234.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_085_0578
urn:cite:botcar:catesbyLabels.typedLabel7.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446
urn:cite:botcar:catesbyLabels.typedLabel322.1	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446
