URN,caption,rights
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_C21_24_0316","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_C25_0320","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_C25_26_0306","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D_0310","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D_folder_0308","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D1_2_0313","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D3_0307","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D3a_0312","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D4_0309","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D5_0296","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D5_0297","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D6_0295","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D7_0305","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D8_0304","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D9_0293","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D9_0294","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D10_0292","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D10_0302","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D11_0301","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D12_0300","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D13_0290","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D13_0291","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D14_0298","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D14_0299","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D15_0287","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D15_0303","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D16_0286","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D17_0281","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D18_0280","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_D19_0279","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E_folder_0278","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E1_0288","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E1_0289","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E2_3_0272","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E4_5_0277","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E6_7_0274","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E8_9_0271","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E10_11_0275","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E12_13_0273","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E14_0276","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E15_16_0269","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E17_18_0270","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E19_20_0265","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E21_0262","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E22_0268","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E22_23_0261","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E22_23_0264","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E23_0266","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E24_25_0260","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E26_0263","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E27_28_0267","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E29_0258","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E30_31_0256","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E32_33_0257","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E34_35_0255","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E35a_36_0259","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_E37_38_0253","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_folder_0284","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_folder_0311","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_folder_0336","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarBartramW.Bartram_William_SC_WF_letter_0282","William Bartram, Plants gathered by William Bartram, South Carolina and West Florida","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution, NonCommercial, ShareAlike 3.0 Unported License."
