speciesURN,tsn,familyURN,genusURN,scientificName,label
urn:cite:botcar:species.Ilexambigua,tsn:27987,urn:cite:botcar:family.Aquifoliaceae,urn:cite:botcar:genus.Ilex,"Ilex ambigua (Michx.) Torr.","**Ilex ambigua (Michx.) Torr.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ilexcassine,tsn:27992,urn:cite:botcar:family.Aquifoliaceae,urn:cite:botcar:genus.Ilex,"Ilex cassine L.","**Ilex cassine L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Impatienscapensis,tsn:29182,urn:cite:botcar:family.Balsaminaceae,urn:cite:botcar:genus.Impatiens,"Impatiens capensis Meerburgh","**Impatiens capensis Meerburgh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Indigoferatinctoria,tsn:26750,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Indigofera,"Indigofera tinctoria L.","**Indigofera tinctoria L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ipomoeacoccinea,tsn:30770,urn:cite:botcar:family.Convolvulaceae,urn:cite:botcar:genus.Ipomoea,"Ipomoea coccinea L.","**Ipomoea coccinea L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ipomoeacoccinea,tsn:30770,urn:cite:botcar:family.Convolvulaceae,urn:cite:botcar:genus.Ipomoea,"Ipomoea coccinea L.","**Ipomoea coccinea L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ipomopsisrubra,tsn:31219,urn:cite:botcar:family.Polemoniaceae,urn:cite:botcar:genus.Ipomopsis,"Ipomopsis rubra (Linnaeus) Wherry","**Ipomopsis rubra (Linnaeus) Wherry**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Iteavirginica,tsn:24202,urn:cite:botcar:family.Iteaceae,urn:cite:botcar:genus.Itea,"Itea virginica L.","**Itea virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Juncusscirpoides,tsn:39312,urn:cite:botcar:family.Juncaceae,urn:cite:botcar:genus.Juncus,"Juncus scirpoides Lam.","**Juncus scirpoides Lam.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Kalmialatifolia,tsn:23677,urn:cite:botcar:family.Ericaceae,urn:cite:botcar:genus.Kalmia,"Kalmia latifolia L.","**Kalmia latifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Kosteletzkyapentacarpos,tsn:845759,urn:cite:botcar:family.Malvaceae,urn:cite:botcar:genus.Kosteletzkya,"Kosteletzkya pentacarpos (Linnaeus) Ledebour","**Kosteletzkya pentacarpos (Linnaeus) Ledebour**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lachnanthescaroliniana,tsn:896414,urn:cite:botcar:family.Haemodoraceae,urn:cite:botcar:genus.Lachnanthes,"Lachnanthes caroliniana (Lamarck) Dandy","**Lachnanthes caroliniana (Lamarck) Dandy**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lactucasp,"tsn:""to be added""",urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Lactuca,"Lactuca sp.","**Lactuca sp.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Laporteacanadensis,tsn:19127,urn:cite:botcar:family.Urticaceae,urn:cite:botcar:genus.Laportea,"Laportea canadensis (Linnaeus) Weddell","**Laportea canadensis (Linnaeus) Weddell**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lespedezahirta,tsn:25900,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Lespedeza,"Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely","**Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lespedezavirginica,tsn:25915,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Lespedeza,"Lespedeza virginica (L.) Britton","**Lespedeza virginica (L.) Britton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Leucothoefontanesiana,tsn:23553,urn:cite:botcar:family.Ericaceae,urn:cite:botcar:genus.Leucothoe,"Leucothoe fontanesiana (Steud.) Sleumer","**Leucothoe fontanesiana (Steud.) Sleumer**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liatriselegans,tsn:37919,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Liatris,"Liatris elegans (Walter) Michaux","**Liatris elegans (Walter) Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liatrissecunda,tsn:37942,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Liatris,"Liatris secunda Elliott","**Liatris secunda Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liatrisspicata,tsn:37944,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Liatris,"Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser","**Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liatrissquarrosa,tsn:37945,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Liatris,"Liatris squarrosa (L.) Michx. var. squarrosa","**Liatris squarrosa (L.) Michx. var. squarrosa**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liatrissquarrulosa,tsn:503447,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Liatris,"Liatris squarrulosa Michx.","**Liatris squarrulosa Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liliumcatesbaei,tsn:42735,urn:cite:botcar:family.Liliaceae,urn:cite:botcar:genus.Lilium,"Lilium catesbaei Walter","**Lilium catesbaei Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liquidambarstyraciflua,tsn:19027,urn:cite:botcar:family.Altingiaceae,urn:cite:botcar:genus.Liquidambar,"Liquidambar styraciflua L.","**Liquidambar styraciflua L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Liriodendrontulipifera,tsn:18086,urn:cite:botcar:family.Magnoliaceae,urn:cite:botcar:genus.Liriodendron,"Liriodendron tulipifera L.","**Liriodendron tulipifera L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lithospermumcaroliniense,tsn:31946,urn:cite:botcar:family.Boraginaceae,urn:cite:botcar:genus.Lithospermum,"Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.","**Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Litseaaestivalis,tsn:18206,urn:cite:botcar:family.Lauraceae,urn:cite:botcar:genus.Litsea,"Litsea aestivalis (L.) Fernald","**Litsea aestivalis (L.) Fernald**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lobeliaelongata,tsn:34506,urn:cite:botcar:family.Campanulaceae,urn:cite:botcar:genus.Lobelia,"Lobelia elongata Small","**Lobelia elongata Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lobeliapuberula,tsn:34529,urn:cite:botcar:family.Campanulaceae,urn:cite:botcar:genus.Lobelia,"Lobelia puberula Michx.","**Lobelia puberula Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ludwigiapilosa,tsn:27360,urn:cite:botcar:family.Onagraceae,urn:cite:botcar:genus.Ludwigia,"Ludwigia pilosa Walter","**Ludwigia pilosa Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ludwigiavirgata,tsn:27366,urn:cite:botcar:family.Onagraceae,urn:cite:botcar:genus.Ludwigia,"Ludwigia virgata Michx.","**Ludwigia virgata Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lupinusdiffusus,tsn:26009,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Lupinus,"Lupinus diffusus Nutt.","**Lupinus diffusus Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lupinusvillosus,tsn:26142,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Lupinus,"Lupinus villosus Willd.","**Lupinus villosus Willd.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lycopodiellaalopecuroides,tsn:503603,urn:cite:botcar:family.Lycopodiaceae,urn:cite:botcar:genus.Lycopodiella,"Lycopodiella alopecuroides (L.) Cranfill","**Lycopodiella alopecuroides (L.) Cranfill**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lycopusvirginicus,tsn:32255,urn:cite:botcar:family.Lamiaceae,urn:cite:botcar:genus.Lycopus,"Lycopus virginicus L.","**Lycopus virginicus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lyonialucida,tsn:23563,urn:cite:botcar:family.Ericaceae,urn:cite:botcar:genus.Lyonia,"Lyonia lucida (Lam.) K. Koch","**Lyonia lucida (Lam.) K. Koch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lysimachiaciliata,tsn:23984,urn:cite:botcar:family.Primulaceae,urn:cite:botcar:genus.Lysimachia,"Lysimachia ciliata L.","**Lysimachia ciliata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lysimachiafraseri,tsn:23989,urn:cite:botcar:family.Primulaceae,urn:cite:botcar:genus.Lysimachia,"Lysimachia fraseri Duby","**Lysimachia fraseri Duby**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Lysimachiaquadrifolia,tsn:23997,urn:cite:botcar:family.Primulaceae,urn:cite:botcar:genus.Lysimachia,"Lysimachia quadrifolia L.","**Lysimachia quadrifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Maianthemumracemosum,tsn:503655,urn:cite:botcar:family.Ruscaceae,urn:cite:botcar:genus.Maianthemum,"Maianthemum racemosum (L.) Link","**Maianthemum racemosum (L.) Link**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Marshalliagraminifolia,tsn:38065,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Marshallia,"Marshallia graminifolia (Walter) Small","**Marshallia graminifolia (Walter) Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Marshalliaobovata,tsn:38069,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Marshallia,"Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell","**Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Mateleacarolinensis,tsn:30369,urn:cite:botcar:family.Apocynaceae,urn:cite:botcar:genus.Matelea,"Matelea carolinensis (Jacq.) Woodson","**Matelea carolinensis (Jacq.) Woodson**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Medeolavirginiana,tsn:42963,urn:cite:botcar:family.Liliaceae,urn:cite:botcar:genus.Medeola,"Medeola virginiana L.","**Medeola virginiana L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Melanthiumhybridum,tsn:516953,urn:cite:botcar:family.Melanthiaceae,urn:cite:botcar:genus.Melanthium,"Melanthium hybridum Walter","**Melanthium hybridum Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Melothriapendula,tsn:22339,urn:cite:botcar:family.Cucurbitaceae,urn:cite:botcar:genus.Melothria,"Melothria pendula L.","**Melothria pendula L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Menispermumcanadense,tsn:18871,urn:cite:botcar:family.Menispermaceae,urn:cite:botcar:genus.Menispermum,"Menispermum canadense L.","**Menispermum canadense L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Metopiumtoxiferum,tsn:28805,urn:cite:botcar:family.Anacardiaceae,urn:cite:botcar:genus.Metopium,"Metopium toxiferum","**Metopium toxiferum**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Mimosaquadrivalvis,tsn:507073,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Mimosa,"Mimosa quadrivalvis L.","**Mimosa quadrivalvis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Monardapunctata,tsn:32279,urn:cite:botcar:family.Lamiaceae,urn:cite:botcar:genus.Monarda,"Monarda punctata L.","**Monarda punctata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Morusrubra,tsn:19070,urn:cite:botcar:family.Moraceae,urn:cite:botcar:genus.Morus,"Morus rubra L.","**Morus rubra L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nasturtiumofficinale,tsn:23255,urn:cite:botcar:family.Brassicaceae,urn:cite:botcar:genus.Nasturtium,"Nasturtium officinale R. Brown","**Nasturtium officinale R. Brown**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nolinageorgiana,tsn:42991,urn:cite:botcar:family.Ruscaceae,urn:cite:botcar:genus.Nolina,"Nolina georgiana Michx.","**Nolina georgiana Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nymphaeaodorata,tsn:18384,urn:cite:botcar:family.Nymphaeaceae,urn:cite:botcar:genus.Nymphaea,"Nymphaea odorata W.T. Aiton","**Nymphaea odorata W.T. Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nyssaaquatica,tsn:27824,urn:cite:botcar:family.Nyssaceae,urn:cite:botcar:genus.Nyssa,"Nyssa aquatica L.","**Nyssa aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nyssaaquatica,tsn:27824,urn:cite:botcar:family.Nyssaceae,urn:cite:botcar:genus.Nyssa,"Nyssa aquatica L.","**Nyssa aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nyssasylvatica,tsn:27821,urn:cite:botcar:family.Nyssaceae,urn:cite:botcar:genus.Nyssa,"Nyssa sylvatica L.","**Nyssa sylvatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Nyssasylvatica,tsn:27821,urn:cite:botcar:family.Nyssaceae,urn:cite:botcar:genus.Nyssa,"Nyssa sylvatica L.","**Nyssa sylvatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Oenotherafilipes,tsn:836000,urn:cite:botcar:family.Onagraceae,urn:cite:botcar:genus.Oenothera,"Oenothera filipes (Spach) W. L. Wagner & Hoch","**Oenothera filipes (Spach) W. L. Wagner & Hoch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Onosmodiumvirginianum,tsn:31969,urn:cite:botcar:family.Boraginaceae,urn:cite:botcar:genus.Onosmodium,"Onosmodium virginianum (Linnaeus) A. DC.","**Onosmodium virginianum (Linnaeus) A. DC.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Orbexilumpedunculatum,tsn:504048,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Orbexilum,"Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely","**Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Osmanthusamericanus,tsn:32992,urn:cite:botcar:family.Oleaceae,urn:cite:botcar:genus.Osmanthus,"Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray","**Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Osmorhizalongistylis,tsn:29791,urn:cite:botcar:family.Apiaceae,urn:cite:botcar:genus.Osmorhiza,"Osmorhiza longistylis (Torr.) A.P. de Candolle","**Osmorhiza longistylis (Torr.) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Osmundaregalis,tsn:17218,urn:cite:botcar:family.Osmundaceae,urn:cite:botcar:genus.Osmunda,"Osmunda regalis L.","**Osmunda regalis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ostryavirginiana,"tsn:""to be added""",urn:cite:botcar:family.Betulaceae,urn:cite:botcar:genus.Ostrya,"Ostrya virginiana?","**Ostrya virginiana?**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Oxydendrumarboreum,tsn:23690,urn:cite:botcar:family.Ericaceae,urn:cite:botcar:genus.Oxydendrum,"Oxydendrum arboreum (Linnaeus) A.P. de Candolle","**Oxydendrum arboreum (Linnaeus) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Paspalumfloridanum,tsn:40992,urn:cite:botcar:family.Poaceae,urn:cite:botcar:genus.Paspalum,"Paspalum floridanum Michaux","**Paspalum floridanum Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Pediculariscanadensis,tsn:33362,urn:cite:botcar:family.Orobanchaceae,urn:cite:botcar:genus.Pedicularis,"Pedicularis canadensis L.","**Pedicularis canadensis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Pediomelumcanescens,tsn:504172,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Pediomelum,"Pediomelum canescens (Michx.) Rydb.","**Pediomelum canescens (Michx.) Rydb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Perseaborbonia,tsn:18149,urn:cite:botcar:family.Lauraceae,urn:cite:botcar:genus.Persea,"Persea borbonia (Linnaeus) Sprengel","**Persea borbonia (Linnaeus) Sprengel**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Perseapalustris,tsn:504254,urn:cite:botcar:family.Lauraceae,urn:cite:botcar:genus.Persea,"Persea palustris (Rafinesque) Sargent","**Persea palustris (Rafinesque) Sargent**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Persicariavirginiana,tsn:518755,urn:cite:botcar:family.Polygonaceae,urn:cite:botcar:genus.Persicaria,"Persicaria virginiana (Linnaeus) Gaertner","**Persicaria virginiana (Linnaeus) Gaertner**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Phalariscaroliniana,tsn:41343,urn:cite:botcar:family.Poaceae,urn:cite:botcar:genus.Phalaris,"Phalaris caroliniana Walter","**Phalaris caroliniana Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Phaseoluspolystachios,tsn:504291,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Phaseolus,"Phaseolus polystachios (L.) BSP","**Phaseolus polystachios (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Phegopterishexagonoptera,tsn:504296,urn:cite:botcar:family.Thelypteridaceae,urn:cite:botcar:genus.Phegopteris,"Phegopteris hexagonoptera (Michaux) F_e","**Phegopteris hexagonoptera (Michaux) F_e**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
