speciesURN	tsn	familyURN	genusURN	scientificName	label
urn:cite:botcar:species.Mimosaquadrivalvis	507073	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Mimosa	Mimosa quadrivalvis L.	**Mimosa quadrivalvis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Monardapunctata	32279	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Monarda	Monarda punctata L.	**Monarda punctata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Morusrubra	19070	urn:cite:botcar:family.Moraceae	urn:cite:botcar:genus.Morus	Morus rubra L.	**Morus rubra L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nasturtiumofficinale	23255	urn:cite:botcar:family.Brassicaceae	urn:cite:botcar:genus.Nasturtium	Nasturtium officinale R. Brown	**Nasturtium officinale R. Brown**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nolinageorgiana	42991	urn:cite:botcar:family.Ruscaceae	urn:cite:botcar:genus.Nolina	Nolina georgiana Michx.	**Nolina georgiana Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nuttallanthuscanadensis	503969	urn:cite:botcar:family.Plantaginaceae	urn:cite:botcar:genus.Nuttallanthus	Nuttallanthus canadensis (L.) D.A. Sutton	**Nuttallanthus canadensis (L.) D.A. Sutton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nymphaeaodorata	18384	urn:cite:botcar:family.Nymphaeaceae	urn:cite:botcar:genus.Nymphaea	Nymphaea odorata W.T. Aiton	**Nymphaea odorata W.T. Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nyssaaquatica	27824	urn:cite:botcar:family.Nyssaceae	urn:cite:botcar:genus.Nyssa	Nyssa aquatica L.	**Nyssa aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Nyssasylvatica	27821	urn:cite:botcar:family.Nyssaceae	urn:cite:botcar:genus.Nyssa	Nyssa sylvatica L.	**Nyssa sylvatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Oenotherafilipes	836000	urn:cite:botcar:family.Onagraceae	urn:cite:botcar:genus.Oenothera	Oenothera filipes (Spach) W. L. Wagner and Hoch	**Oenothera filipes (Spach) W. L. Wagner and Hoch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Oenotheralaciniata	27371	urn:cite:botcar:family.Onagraceae	urn:cite:botcar:genus.Oenothera	Oenothera laciniata Hill	**Oenothera laciniata Hill**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Oenotherasimulans	836007	urn:cite:botcar:family.Onagraceae	urn:cite:botcar:genus.Oenothera	Oenothera simulans (Small) W.L. Wagner & Hoch	**Oenothera simulans (Small) W.L. Wagner & Hoch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Onosmodiumvirginianum	31969	urn:cite:botcar:family.Boraginaceae	urn:cite:botcar:genus.Onosmodium	Onosmodium virginianum (Linnaeus) A. DC.	**Onosmodium virginianum (Linnaeus) A. DC.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Orbexilumpedunculatum	504048	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Orbexilum	Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely	**Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Osmanthusamericanus	32992	urn:cite:botcar:family.Oleaceae	urn:cite:botcar:genus.Osmanthus	Osmanthus americanus (L.) Benth. and Hook. f. ex A. Gray	**Osmanthus americanus (L.) Benth. and Hook. f. ex A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Osmorhizalongistylis	29791	urn:cite:botcar:family.Apiaceae	urn:cite:botcar:genus.Osmorhiza	Osmorhiza longistylis (Torr.) A.P. de Candolle	**Osmorhiza longistylis (Torr.) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Osmundaregalis	17218	urn:cite:botcar:family.Osmundaceae	urn:cite:botcar:genus.Osmunda	Osmunda regalis L.	**Osmunda regalis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Ostryavirginiana	19511	urn:cite:botcar:family.Betulaceae	urn:cite:botcar:genus.Ostrya	Ostrya virginiana?	**Ostrya virginiana?**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Oxydendrumarboreum	23690	urn:cite:botcar:family.Ericaceae	urn:cite:botcar:genus.Oxydendrum	Oxydendrum arboreum (Linnaeus) A.P. de Candolle	**Oxydendrum arboreum (Linnaeus) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Paspalumfloridanum	40992	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Paspalum	Paspalum floridanum Michaux	**Paspalum floridanum Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pediculariscanadensis	33362	urn:cite:botcar:family.Orobanchaceae	urn:cite:botcar:genus.Pedicularis	Pedicularis canadensis L.	**Pedicularis canadensis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pediomelumcanescens	504172	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Pediomelum	Pediomelum canescens (Michx.) Rydb.	**Pediomelum canescens (Michx.) Rydb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pellaeaatropurpurea	17641	urn:cite:botcar:family.Pteridaceae	urn:cite:botcar:genus.Pellaea	Pellaea atropurpurea (L.) Link	**Pellaea atropurpurea (L.) Link**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Penstemonaustralis	33823	urn:cite:botcar:family.Plantaginaceae	urn:cite:botcar:genus.Penstemon	Penstemon australis Small	**Penstemon australis Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Perseaborbonia	18149	urn:cite:botcar:family.Lauraceae	urn:cite:botcar:genus.Persea	Persea borbonia (Linnaeus) Sprengel	**Persea borbonia (Linnaeus) Sprengel**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Perseapalustris	504254	urn:cite:botcar:family.Lauraceae	urn:cite:botcar:genus.Persea	Persea palustris (Rafinesque) Sargent	**Persea palustris (Rafinesque) Sargent**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Persicariavirginiana	518755	urn:cite:botcar:family.Polygonaceae	urn:cite:botcar:genus.Persicaria	Persicaria virginiana (Linnaeus) Gaertner	**Persicaria virginiana (Linnaeus) Gaertner**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phalariscaroliniana	41343	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Phalaris	Phalaris caroliniana Walter	**Phalaris caroliniana Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phaseoluspolystachios	504291	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Phaseolus	Phaseolus polystachios (L.) BSP	**Phaseolus polystachios (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phegopterishexagonoptera	504296	urn:cite:botcar:family.Thelypteridaceae	urn:cite:botcar:genus.Phegopteris	Phegopteris hexagonoptera (Michaux) F_e	**Phegopteris hexagonoptera (Michaux) F_e**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Philadelphusinodorus	24429	urn:cite:botcar:family.Hydrangeaceae	urn:cite:botcar:genus.Philadelphus	Philadelphus inodorus L.	**Philadelphus inodorus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phleumarenarium	41064	urn:cite:botcar:family.Gramineae	urn:cite:botcar:genus.Phleum	Phleum arenarium?	**Phleum arenarium?**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phloxamoena	30910	urn:cite:botcar:family.Polemoniaceae	urn:cite:botcar:genus.Phlox	Phlox amoena Sims	**Phlox amoena Sims**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Phylanodiflora	32197	urn:cite:botcar:family.Verbenaceae	urn:cite:botcar:genus.Phyla	Phyla nodiflora (L.) Greene	**Phyla nodiflora (L.) Greene**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Physalisangulata	30590	urn:cite:botcar:family.Solanaceae	urn:cite:botcar:genus.Physalis	Physalis angulata L.	**Physalis angulata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Physostegiapurpurea	32397	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Physostegia	Physostegia purpurea (Walter) Blake	**Physostegia purpurea (Walter) Blake**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pityopsisgraminifolia	196349	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Pityopsis	Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple and F.D. Bowers	**Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple and F.D. Bowers**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Platantheraciliaris	43413	urn:cite:botcar:family.Orchidaceae	urn:cite:botcar:genus.Platanthera	Platanthera ciliaris (L.) Lindl.	**Platanthera ciliaris (L.) Lindl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Platantheraconspicua	894684	urn:cite:botcar:family.Orchidaceae	urn:cite:botcar:genus.Platanthera	Platanthera conspicua (Nash) P.M. Brown	**Platanthera conspicua (Nash) P.M. Brown**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Platantheracristata	43424	urn:cite:botcar:family.Orchidaceae	urn:cite:botcar:genus.Platanthera	Platanthera cristata (Michaux) Lindley	**Platanthera cristata (Michaux) Lindley **: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Platantheraintegra	43428	urn:cite:botcar:family.Orchidaceae	urn:cite:botcar:genus.Platanthera	Platanthera integra (Nutt.) A. Gray ex Beck	**Platanthera integra (Nutt.) A. Gray ex Beck**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Platanusoccidentalis	19020	urn:cite:botcar:family.Platanaceae	urn:cite:botcar:genus.Platanus	Platanus occidentalis L.	**Platanus occidentalis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pleopeltispolypodioides	504451	urn:cite:botcar:family.Polypodiaceae	urn:cite:botcar:genus.Pleopeltis	Pleopeltis polypodioides (L.) E.G. Andrews & Windham ssp. michauxiana (Weatherby) E.G. Andrews & Windham	**Pleopeltis polypodioides (L.) E.G. Andrews & Windham ssp. michauxiana (Weatherby) E.G. Andrews & Windham**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Plucheafoetida	36062	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Pluchea	Pluchea foetida (L.) A.P. de Candolle	**Pluchea foetida (L.) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Podophyllumpeltatum	18850	urn:cite:botcar:family.Berberidaceae	urn:cite:botcar:genus.Podophyllum	Podophyllum peltatum L.	**Podophyllum peltatum L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Podostemumceratophyllum	27031	urn:cite:botcar:family.Podostemaceae	urn:cite:botcar:genus.Podostemum	Podostemum ceratophyllum Michx.	**Podostemum ceratophyllum Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pogoniaophioglossoides	43441	urn:cite:botcar:family.Orchidaceae	urn:cite:botcar:genus.Pogonia	Pogonia ophioglossoides (L.) Ker-Gawler	**Pogonia ophioglossoides (L.) Ker-Gawler**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalacruciata	29331	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala cruciata L.	**Polygala cruciata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalagrandiflora	29336	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala grandiflora Walter	**Polygala grandiflora Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalalutea	29348	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala lutea L.	**Polygala lutea L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalamariana	29303	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala mariana P. Miller	**Polygala mariana P. Miller**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalapolygama	29308	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala polygama Walter	**Polygala polygama Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalaramosa	29309	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala ramosa Elliott	**Polygala ramosa Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygalasetacea	29317	urn:cite:botcar:family.Polygalaceae	urn:cite:botcar:genus.Polygala	Polygala setacea Michaux	**Polygala setacea Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polygonatumbiflorum	43006	urn:cite:botcar:family.Ruscaceae	urn:cite:botcar:genus.Polygonatum	Polygonatum biflorum (Walter) Elliott	**Polygonatum biflorum (Walter) Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polypremumprocumbens	29959	urn:cite:botcar:family.Tetrachondraceae	urn:cite:botcar:genus.Polypremum	Polypremum procumbens L.	**Polypremum procumbens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polystichumacrostichoides	17675	urn:cite:botcar:family.Dryopteridaceae	urn:cite:botcar:genus.Polystichum	Polystichum acrostichoides (Michaux) Schott	**Polystichum acrostichoides (Michaux) Schott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Polytrichumcommune	15759	urn:cite:botcar:family.Polytrichaceae	urn:cite:botcar:genus.Polytrichum	Polytrichum commune Hedw.	**Polytrichum commune Hedw.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pontederiacordata	42620	urn:cite:botcar:family.Pontederiaceae	urn:cite:botcar:genus.Pontederia	Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey	**Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Populusdeltoides	22445	urn:cite:botcar:family.Salicaceae	urn:cite:botcar:genus.Populus	Populus deltoides Bartram ex Marsh.	**Populus deltoides Bartram ex Marsh.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Populusheterophylla	22465	urn:cite:botcar:family.Salicaceae	urn:cite:botcar:genus.Populus	Populus heterophylla L.	**Populus heterophylla L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Prenanthesautumnalis	38275	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Prenanthes	Prenanthes autumnalis Walter	**Prenanthes autumnalis Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Prenanthesserpentaria	38286	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Prenanthes	Prenanthes serpentaria Pursh	**Prenanthes serpentaria Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Prunellavulgaris	32381	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Prunella	Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald	**Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Prunuscaroliniana	24771	urn:cite:botcar:family.Rosaceae	urn:cite:botcar:genus.Prunus	Prunus caroliniana Aiton	**Prunus caroliniana Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Prunusumbellata	24805	urn:cite:botcar:family.Rosaceae	urn:cite:botcar:genus.Prunus	Prunus umbellata Elliott	**Prunus umbellata Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pseudognaphaliumobtusifolium	507657	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Pseudognaphalium	Pseudognaphalium obtusifolium (L.) Hilliard and B.L. Burtt	**Pseudognaphalium obtusifolium (L.) Hilliard and B.L. Burtt**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pteleatrifoliata	28992	urn:cite:botcar:family.Rutaceae	urn:cite:botcar:genus.Ptelea	Ptelea trifoliata L.	**Ptelea trifoliata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Ptilimniumcapillaceum	29551	urn:cite:botcar:family.Apiaceae	urn:cite:botcar:genus.Ptilimnium	Ptilimnium capillaceum (Michaux) Rafinesque	**Ptilimnium capillaceum (Michaux) Rafinesque**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pycnanthemumflexuosum	32660	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Pycnanthemum	Pycnanthemum flexuosum (Walter) BSP	**Pycnanthemum flexuosum (Walter) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pycnanthemumflexuosum	32660	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Pycnanthemum	Pycnanthemum flexuosum (Walter) Britton, Sterns and Poggenb.	**Pycnanthemum flexuosum (Walter) Britton, Sterns and Poggenb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pycnanthemumpycnanthemoides	32667	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Pycnanthemum	Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides	**Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Pyrrhopappuscarolinianus	38324	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Pyrrhopappus	Pyrrhopappus carolinianus (Walter) D.C.	**Pyrrhopappus carolinianus (Walter) D.C.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusalba	19290	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus alba L.	**Quercus alba L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusincana	19360	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus incana Bartram	**Quercus incana Bartram**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercuslaevis	19367	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus laevis Walter	**Quercus laevis Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusmarilandica	19374	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus marilandica Muenchh.	**Quercus marilandica Muenchh.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusmichauxii	19279	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus michauxii Nutt.	**Quercus michauxii Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusnigra	19280	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus nigra L.	**Quercus nigra L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusphellos	19282	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus phellos L.	**Quercus phellos L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Quercusvirginiana	19283	urn:cite:botcar:family.Fagaceae	urn:cite:botcar:genus.Quercus	Quercus virginiana Mill.	**Quercus virginiana Mill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhexiaalifanus	27687	urn:cite:botcar:family.Melastomataceae	urn:cite:botcar:genus.Rhexia	Rhexia alifanus Walter	**Rhexia alifanus Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhexiamariana	27685	urn:cite:botcar:family.Melastomataceae	urn:cite:botcar:genus.Rhexia	Rhexia mariana L.	**Rhexia mariana L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhexianashii	27690	urn:cite:botcar:family.Melastomataceae	urn:cite:botcar:genus.Rhexia	Rhexia nashii Small	**Rhexia nashii Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhexiapetiolata	27693	urn:cite:botcar:family.Melastomataceae	urn:cite:botcar:genus.Rhexia	Rhexia petiolata Walter	**Rhexia petiolata Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhexiavirginica	27686	urn:cite:botcar:family.Melastomataceae	urn:cite:botcar:genus.Rhexia	Rhexia virginica L.	**Rhexia virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhododendronatlanticum	23704	urn:cite:botcar:family.Ericaceae	urn:cite:botcar:genus.Rhododendron	Rhododendron atlanticum (Ashe) Rehder	**Rhododendron atlanticum (Ashe) Rehder**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhododendronatlanticum	23704	urn:cite:botcar:family.Ericaceae	urn:cite:botcar:genus.Rhododendron	Rhododendron atlanticum (Ashe) Rehder	**Rhododendron atlanticum (Ashe) Rehder **: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhododendronviscosum	23731	urn:cite:botcar:family.Ericaceae	urn:cite:botcar:genus.Rhododendron	Rhododendron viscosum (L.) Torrey	**Rhododendron viscosum (L.) Torrey**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhynchosiatomentosa	504773	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Rhynchosia	Rhynchosia tomentosa (Linnaeus) Hooker and Arnott	**Rhynchosia tomentosa (Linnaeus) Hooker and Arnott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhynchosporacolorata	504777	urn:cite:botcar:family.Cyperaceae	urn:cite:botcar:genus.Rhynchospora	Rhynchospora colorata (L.) H. Pfeiffer	**Rhynchospora colorata (L.) H. Pfeiffer**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhynchosporafascicularis	40169	urn:cite:botcar:family.Cyperaceae	urn:cite:botcar:genus.Rhynchospora	Rhynchospora fascicularis (Michaux) Vahl	**Rhynchospora fascicularis (Michaux) Vahl**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhynchosporaglomerata	40174	urn:cite:botcar:family.Cyperaceae	urn:cite:botcar:genus.Rhynchospora	Rhynchospora glomerata (L.) Vahl	**Rhynchospora glomerata (L.) Vahl**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rhynchosporarariflora	40149	urn:cite:botcar:family.Cyperaceae	urn:cite:botcar:genus.Rhynchospora	Rhynchospora rariflora (Michx.) Elliott	**Rhynchospora rariflora (Michx.) Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rubuspensilvanicus	504874	urn:cite:botcar:family.Rosaceae	urn:cite:botcar:genus.Rubus	Rubus pensilvanicus Poiret	**Rubus pensilvanicus Poiret**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Rudbeckiahirta	36765	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Rudbeckia	Rudbeckia hirta L.	**Rudbeckia hirta L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Ruelliacaroliniensis	34373	urn:cite:botcar:family.Acanthaceae	urn:cite:botcar:genus.Ruellia	Ruellia caroliniensis (J.F. Gmelin) Steudel	**Ruellia caroliniensis (J.F. Gmelin) Steudel**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sabatiaangularis	30005	urn:cite:botcar:family.Gentianaceae	urn:cite:botcar:genus.Sabatia	Sabatia angularis (L.) Pursh	**Sabatia angularis (L.) Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sabatiacampanulata	30002	urn:cite:botcar:family.Gentianaceae	urn:cite:botcar:genus.Sabatia	Sabatia campanulata (L.) Torrey	**Sabatia campanulata (L.) Torrey**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sabatiadifformis	30012	urn:cite:botcar:family.Gentianaceae	urn:cite:botcar:genus.Sabatia	Sabatia difformis (Linnaeus) Druce	**Sabatia difformis (Linnaeus) Druce**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sabatiaquadrangula	30017	urn:cite:botcar:family.Gentianaceae	urn:cite:botcar:genus.Sabatia	Sabatia quadrangula Wilbur	**Sabatia quadrangula Wilbur**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sabatiastellaris	30004	urn:cite:botcar:family.Gentianaceae	urn:cite:botcar:genus.Sabatia	Sabatia stellaris Pursh	**Sabatia stellaris Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
