speciesURN,scientificNameText,scientificNameFormatted,label,ipniID
urn:cite:botcar:species.Gaillardiaaestivalis,Gaillardia aestivalis (Walter) H. Rock var. aestivalis,Gaillardia aestivalis (Walter) H. Rock var. aestivalis,Gaillardia aestivalis (Walter) H. Rock var. aestivalis,"**Gaillardia aestivalis (Walter) H. Rock var. aestivalis**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Galactiavolubilis,Galactia volubilis (L.) Britton,Galactia volubilis (L.) Britton,Galactia volubilis (L.) Britton,"**Galactia volubilis (L.) Britton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Gamochaetaantillana,Gamochaeta antillana (Urban) Anderberg,Gamochaeta antillana (Urban) Anderberg,Gamochaeta antillana (Urban) Anderberg,"**Gamochaeta antillana (Urban) Anderberg**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Gentianacatesbaei,Gentiana catesbaei Walter,Gentiana catesbaei Walter,Gentiana catesbaei Walter,"**Gentiana catesbaei Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Geumcanadense,Geum canadense Jacq.,Geum canadense Jacq.,Geum canadense Jacq.,"**Geum canadense Jacq.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Glandulariacanadensis,Glandularia canadensis (L.) Nutt.,Glandularia canadensis (L.) Nutt.,Glandularia canadensis (L.) Nutt.,"**Glandularia canadensis (L.) Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Gleditsiaaquatica,Gleditsia aquatica Marsh.,Gleditsia aquatica Marsh.,Gleditsia aquatica Marsh.,"**Gleditsia aquatica Marsh.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Gordonialasianthus,Gordonia lasianthus (Linnaeus) Ellis,Gordonia lasianthus (Linnaeus) Ellis,Gordonia lasianthus (Linnaeus) Ellis,"**Gordonia lasianthus (Linnaeus) Ellis**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Habenariarepens,Habenaria repens Nutt.,Habenaria repens Nutt.,Habenaria repens Nutt.,"**Habenaria repens Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hamamelisvirginiana,Hamamelis virginiana L.,Hamamelis virginiana L.,Hamamelis virginiana L.,"**Hamamelis virginiana L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Heleniumflexuosum,Helenium flexuosum Raf.,Helenium flexuosum Raf.,Helenium flexuosum Raf.,"**Helenium flexuosum Raf.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Helianthusangustifolius,Helianthus angustifolius L.,Helianthus angustifolius L.,Helianthus angustifolius L.,"**Helianthus angustifolius L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Helianthushirsutus,Helianthus hirsutus,Helianthus hirsutus,Helianthus hirsutus,"**Helianthus hirsutus**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Heliopsishelianthoides,Heliopsis helianthoides (L.) Sweet var. helianthoides,Heliopsis helianthoides (L.) Sweet var. helianthoides,Heliopsis helianthoides (L.) Sweet var. helianthoides,"**Heliopsis helianthoides (L.) Sweet var. helianthoides**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hibiscusmoscheutos,Hibiscus moscheutos L. ibiscus moscheutos L,Hibiscus moscheutos L. ibiscus moscheutos L,Hibiscus moscheutos L. ibiscus moscheutos L,"**Hibiscus moscheutos L. ibiscus moscheutos L**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hydrangeaarborescens,Hydrangea arborescens L.,Hydrangea arborescens L.,Hydrangea arborescens L.,"**Hydrangea arborescens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hydrangearadiata,Hydrangea radiata Walter,Hydrangea radiata Walter,Hydrangea radiata Walter,"**Hydrangea radiata Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hylodesmumglutinosum,Hylodesmum glutinosum (Muhlenberg ex Willdenow) H. Ohashi & R.R. Mill,Hylodesmum glutinosum (Muhlenberg ex Willdenow) H. Ohashi & R.R. Mill,Hylodesmum glutinosum (Muhlenberg ex Willdenow) H. Ohashi & R.R. Mill,"**Hylodesmum glutinosum (Muhlenberg ex Willdenow) H. Ohashi & R.R. Mill**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hypericumcrux,Hypericum crux-andreae (L.) Crantz,Hypericum crux-andreae (L.) Crantz,Hypericum crux-andreae (L.) Crantz,"**Hypericum crux-andreae (L.) Crantz**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hypericumwalteri,Hypericum walteri J.G. Gmelin,Hypericum walteri J.G. Gmelin,Hypericum walteri J.G. Gmelin,"**Hypericum walteri J.G. Gmelin**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Hyptisalata,Hyptis alata (Raf.) Shinners,Hyptis alata (Raf.) Shinners,Hyptis alata (Raf.) Shinners,"**Hyptis alata (Raf.) Shinners**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ilexambigua,Ilex ambigua (Michx.) Torr.,Ilex ambigua (Michx.) Torr.,Ilex ambigua (Michx.) Torr.,"**Ilex ambigua (Michx.) Torr.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ilexcassine,Ilex cassine L.,Ilex cassine L.,Ilex cassine L.,"**Ilex cassine L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Impatienscapensis,Impatiens capensis Meerburgh,Impatiens capensis Meerburgh,Impatiens capensis Meerburgh,"**Impatiens capensis Meerburgh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Indigoferatinctoria,Indigofera tinctoria L.,Indigofera tinctoria L.,Indigofera tinctoria L.,"**Indigofera tinctoria L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ipomoeacoccinea,Ipomoea coccinea L.,Ipomoea coccinea L.,Ipomoea coccinea L.,"**Ipomoea coccinea L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ipomopsisrubra,Ipomopsis rubra (Linnaeus) Wherry,Ipomopsis rubra (Linnaeus) Wherry,Ipomopsis rubra (Linnaeus) Wherry,"**Ipomopsis rubra (Linnaeus) Wherry**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Iteavirginica,Itea virginica L.,Itea virginica L.,Itea virginica L.,"**Itea virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Juncusscirpoides,Juncus scirpoides Lam.,Juncus scirpoides Lam.,Juncus scirpoides Lam.,"**Juncus scirpoides Lam.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Kalmialatifolia,Kalmia latifolia L.,Kalmia latifolia L.,Kalmia latifolia L.,"**Kalmia latifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Kosteletzkyapentacarpos,Kosteletzkya pentacarpos (Linnaeus) Ledebour,Kosteletzkya pentacarpos (Linnaeus) Ledebour,Kosteletzkya pentacarpos (Linnaeus) Ledebour,"**Kosteletzkya pentacarpos (Linnaeus) Ledebour**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lachnanthescaroliniana,Lachnanthes caroliniana (Lamarck) Dandy,Lachnanthes caroliniana (Lamarck) Dandy,Lachnanthes caroliniana (Lamarck) Dandy,"**Lachnanthes caroliniana (Lamarck) Dandy**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lactucasp,Lactuca sp.,Lactuca sp.,Lactuca sp.,"**Lactuca sp.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Laporteacanadensis,Laportea canadensis (Linnaeus) Weddell,Laportea canadensis (Linnaeus) Weddell,Laportea canadensis (Linnaeus) Weddell,"**Laportea canadensis (Linnaeus) Weddell**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lespedezahirta,Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely,Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely,Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely,"**Lespedeza hirta (Linnaeus) Hornemann var. curtissii (Clewell) Isely**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lespedezavirginica,Lespedeza virginica (L.) Britton,Lespedeza virginica (L.) Britton,Lespedeza virginica (L.) Britton,"**Lespedeza virginica (L.) Britton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Leucothoefontanesiana,Leucothoe fontanesiana (Steud.) Sleumer,Leucothoe fontanesiana (Steud.) Sleumer,Leucothoe fontanesiana (Steud.) Sleumer,"**Leucothoe fontanesiana (Steud.) Sleumer**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liatriselegans,Liatris elegans (Walter) Michaux,Liatris elegans (Walter) Michaux,Liatris elegans (Walter) Michaux,"**Liatris elegans (Walter) Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liatrissecunda,Liatris secunda Elliott,Liatris secunda Elliott,Liatris secunda Elliott,"**Liatris secunda Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liatrisspicata,Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser,Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser,Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser,"**Liatris spicata (L.) Willd. var. resinosa (Nutt.) Gaiser**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liatrissquarrosa,Liatris squarrosa (L.) Michx. var. squarrosa,Liatris squarrosa (L.) Michx. var. squarrosa,Liatris squarrosa (L.) Michx. var. squarrosa,"**Liatris squarrosa (L.) Michx. var. squarrosa**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liatrissquarrulosa,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,Liatris squarrulosa Michx.,"**Liatris squarrulosa Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liliumcatesbaei,Lilium catesbaei Walter,Lilium catesbaei Walter,Lilium catesbaei Walter,"**Lilium catesbaei Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liquidambarstyraciflua,Liquidambar styraciflua L.,Liquidambar styraciflua L.,Liquidambar styraciflua L.,"**Liquidambar styraciflua L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Liriodendrontulipifera,Liriodendron tulipifera L.,Liriodendron tulipifera L.,Liriodendron tulipifera L.,"**Liriodendron tulipifera L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lithospermumcaroliniense,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.,"**Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Litseaaestivalis,Litsea aestivalis (L.) Fernald,Litsea aestivalis (L.) Fernald,Litsea aestivalis (L.) Fernald,"**Litsea aestivalis (L.) Fernald**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lobeliaelongata,Lobelia elongata Small,Lobelia elongata Small,Lobelia elongata Small,"**Lobelia elongata Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lobeliapuberula,Lobelia puberula Michx.,Lobelia puberula Michx.,Lobelia puberula Michx.,"**Lobelia puberula Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ludwigiapilosa,Ludwigia pilosa Walter,Ludwigia pilosa Walter,Ludwigia pilosa Walter,"**Ludwigia pilosa Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ludwigiavirgata,Ludwigia virgata Michx.,Ludwigia virgata Michx.,Ludwigia virgata Michx.,"**Ludwigia virgata Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lupinusdiffusus,Lupinus diffusus Nutt.,Lupinus diffusus Nutt.,Lupinus diffusus Nutt.,"**Lupinus diffusus Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lupinusvillosus,Lupinus villosus Willd.,Lupinus villosus Willd.,Lupinus villosus Willd.,"**Lupinus villosus Willd.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lycopodiellaalopecuroides,Lycopodiella alopecuroides (L.) Cranfill,Lycopodiella alopecuroides (L.) Cranfill,Lycopodiella alopecuroides (L.) Cranfill,"**Lycopodiella alopecuroides (L.) Cranfill**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lycopusvirginicus,Lycopus virginicus L.,Lycopus virginicus L.,Lycopus virginicus L.,"**Lycopus virginicus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lyonialucida,Lyonia lucida (Lam.) K. Koch,Lyonia lucida (Lam.) K. Koch,Lyonia lucida (Lam.) K. Koch,"**Lyonia lucida (Lam.) K. Koch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lysimachiaciliata,Lysimachia ciliata L.,Lysimachia ciliata L.,Lysimachia ciliata L.,"**Lysimachia ciliata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lysimachiafraseri,Lysimachia fraseri Duby,Lysimachia fraseri Duby,Lysimachia fraseri Duby,"**Lysimachia fraseri Duby**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Lysimachiaquadrifolia,Lysimachia quadrifolia L.,Lysimachia quadrifolia L.,Lysimachia quadrifolia L.,"**Lysimachia quadrifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Maianthemumracemosum,Maianthemum racemosum (L.) Link,Maianthemum racemosum (L.) Link,Maianthemum racemosum (L.) Link,"**Maianthemum racemosum (L.) Link**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Marshalliagraminifolia,Marshallia graminifolia (Walter) Small,Marshallia graminifolia (Walter) Small,Marshallia graminifolia (Walter) Small,"**Marshallia graminifolia (Walter) Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Marshalliaobovata,Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell,Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell,Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell,"**Marshallia obovata (Walter) Beadle & F.E. Boynt. var. scaposa Channell**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Mateleacarolinensis,Matelea carolinensis (Jacq.) Woodson,Matelea carolinensis (Jacq.) Woodson,Matelea carolinensis (Jacq.) Woodson,"**Matelea carolinensis (Jacq.) Woodson**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Medeolavirginiana,Medeola virginiana L.,Medeola virginiana L.,Medeola virginiana L.,"**Medeola virginiana L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Melanthiumhybridum,Melanthium hybridum Walter,Melanthium hybridum Walter,Melanthium hybridum Walter,"**Melanthium hybridum Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Melothriapendula,Melothria pendula L.,Melothria pendula L.,Melothria pendula L.,"**Melothria pendula L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Menispermumcanadense,Menispermum canadense L.,Menispermum canadense L.,Menispermum canadense L.,"**Menispermum canadense L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Metopiumtoxiferum,Metopium toxiferum,Metopium toxiferum,Metopium toxiferum,"**Metopium toxiferum**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Mimosaquadrivalvis,Mimosa quadrivalvis L.,Mimosa quadrivalvis L.,Mimosa quadrivalvis L.,"**Mimosa quadrivalvis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Monardapunctata,Monarda punctata L.,Monarda punctata L.,Monarda punctata L.,"**Monarda punctata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Morusrubra,Morus rubra L.,Morus rubra L.,Morus rubra L.,"**Morus rubra L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Nasturtiumofficinale,Nasturtium officinale R. Brown,Nasturtium officinale R. Brown,Nasturtium officinale R. Brown,"**Nasturtium officinale R. Brown**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Nolinageorgiana,Nolina georgiana Michx.,Nolina georgiana Michx.,Nolina georgiana Michx.,"**Nolina georgiana Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Nymphaeaodorata,Nymphaea odorata W.T. Aiton,Nymphaea odorata W.T. Aiton,Nymphaea odorata W.T. Aiton,"**Nymphaea odorata W.T. Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Nyssaaquatica,Nyssa aquatica L.,Nyssa aquatica L.,Nyssa aquatica L.,"**Nyssa aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Nyssasylvatica,Nyssa sylvatica L.,Nyssa sylvatica L.,Nyssa sylvatica L.,"**Nyssa sylvatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Oenotherafilipes,Oenothera filipes (Spach) W. L. Wagner & Hoch,Oenothera filipes (Spach) W. L. Wagner & Hoch,Oenothera filipes (Spach) W. L. Wagner & Hoch,"**Oenothera filipes (Spach) W. L. Wagner & Hoch**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Onosmodiumvirginianum,Onosmodium virginianum (Linnaeus) A. DC.,Onosmodium virginianum (Linnaeus) A. DC.,Onosmodium virginianum (Linnaeus) A. DC.,"**Onosmodium virginianum (Linnaeus) A. DC.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Orbexilumpedunculatum,Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely,Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely,Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely,"**Orbexilum pedunculatum (P. Miller) Rydberg var. psoralioides (Walter) Isely**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Osmanthusamericanus,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray,"**Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Osmorhizalongistylis,Osmorhiza longistylis (Torr.) A.P. de Candolle,Osmorhiza longistylis (Torr.) A.P. de Candolle,Osmorhiza longistylis (Torr.) A.P. de Candolle,"**Osmorhiza longistylis (Torr.) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Osmundaregalis,Osmunda regalis L.,Osmunda regalis L.,Osmunda regalis L.,"**Osmunda regalis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ostryavirginiana,Ostrya virginiana?,Ostrya virginiana?,Ostrya virginiana?,"**Ostrya virginiana?**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Oxydendrumarboreum,Oxydendrum arboreum (Linnaeus) A.P. de Candolle,Oxydendrum arboreum (Linnaeus) A.P. de Candolle,Oxydendrum arboreum (Linnaeus) A.P. de Candolle,"**Oxydendrum arboreum (Linnaeus) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Paspalumfloridanum,Paspalum floridanum Michaux,Paspalum floridanum Michaux,Paspalum floridanum Michaux,"**Paspalum floridanum Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pediculariscanadensis,Pedicularis canadensis L.,Pedicularis canadensis L.,Pedicularis canadensis L.,"**Pedicularis canadensis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pediomelumcanescens,Pediomelum canescens (Michx.) Rydb.,Pediomelum canescens (Michx.) Rydb.,Pediomelum canescens (Michx.) Rydb.,"**Pediomelum canescens (Michx.) Rydb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Perseaborbonia,Persea borbonia (Linnaeus) Sprengel,Persea borbonia (Linnaeus) Sprengel,Persea borbonia (Linnaeus) Sprengel,"**Persea borbonia (Linnaeus) Sprengel**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Perseapalustris,Persea palustris (Rafinesque) Sargent,Persea palustris (Rafinesque) Sargent,Persea palustris (Rafinesque) Sargent,"**Persea palustris (Rafinesque) Sargent**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Persicariavirginiana,Persicaria virginiana (Linnaeus) Gaertner,Persicaria virginiana (Linnaeus) Gaertner,Persicaria virginiana (Linnaeus) Gaertner,"**Persicaria virginiana (Linnaeus) Gaertner**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phalariscaroliniana,Phalaris caroliniana Walter,Phalaris caroliniana Walter,Phalaris caroliniana Walter,"**Phalaris caroliniana Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phaseoluspolystachios,Phaseolus polystachios (L.) BSP,Phaseolus polystachios (L.) BSP,Phaseolus polystachios (L.) BSP,"**Phaseolus polystachios (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phegopterishexagonoptera,Phegopteris hexagonoptera (Michaux) F_e,Phegopteris hexagonoptera (Michaux) F_e,Phegopteris hexagonoptera (Michaux) F_e,"**Phegopteris hexagonoptera (Michaux) F_e**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Philadelphusinodorus,Philadelphus inodorus L.,Philadelphus inodorus L.,Philadelphus inodorus L.,"**Philadelphus inodorus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phleumarenarium,Phleum arenarium?,Phleum arenarium?,Phleum arenarium?,"**Phleum arenarium?**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phloxamoena,Phlox amoena Sims,Phlox amoena Sims,Phlox amoena Sims,"**Phlox amoena Sims**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Phylanodiflora,Phyla nodiflora (L.) Greene,Phyla nodiflora (L.) Greene,Phyla nodiflora (L.) Greene,"**Phyla nodiflora (L.) Greene**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Physalisangulata,Physalis angulata L.,Physalis angulata L.,Physalis angulata L.,"**Physalis angulata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Physostegiapurpurea,Physostegia purpurea (Walter) Blake,Physostegia purpurea (Walter) Blake,Physostegia purpurea (Walter) Blake,"**Physostegia purpurea (Walter) Blake**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pityopsisgraminifolia,Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple & F.D. Bowers,Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple & F.D. Bowers,Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple & F.D. Bowers,"**Pityopsis graminifolia (Michx.) Nutt. var. latifolia (Fernald) Semple & F.D. Bowers**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Platantheraciliaris,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,"**Platanthera ciliaris (L.) Lindl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Platantheraintegra,Platanthera integra (Nutt.) A. Gray ex Beck,Platanthera integra (Nutt.) A. Gray ex Beck,Platanthera integra (Nutt.) A. Gray ex Beck,"**Platanthera integra (Nutt.) A. Gray ex Beck**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
