SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:13_geranium	urn:cite2:fufolio:botcar.2017a:Michaux1068	13	geranium	michx-Vol13-geranium-vicia-vol2p38-69-22-08-41-17											
urn:cite2:botcar:michaux.2017a:13b_01	urn:cite2:fufolio:botcar.2017a:Michaux1151	13b	01	michx-Vol13b-1-22-08-58-20	Fabaceae	Crotalaria sagittalis	Crotalaria rotundifolia and hybrid					Diadelphia		Decandria	55
urn:cite2:botcar:michaux.2017a:13b_02	urn:cite2:fufolio:botcar.2017a:Michaux1150	13b	02	michx-Vol13b-2-22-08-58-16	Fabaceae	Crotalaria sagittalis	Crotalaria sagittalis					Diadelphia		Decandria	55
urn:cite2:botcar:michaux.2017a:13b_03	urn:cite2:fufolio:botcar.2017a:Michaux1152	13b	03	michx-Vol13b-3-22-08-58-35	Fabaceae	Lupinus perennis		Sur la Rivierre Ste. Marie				Diadelphia		Decandria	55
urn:cite2:botcar:michaux.2017a:13b_04	urn:cite2:fufolio:botcar.2017a:Michaux1153	13b	04	michx-Vol13b-4-22-08-58-46	Fabaceae	Erythrina indet	Erythrina herbacea					Diadelphia		Decandria	61
urn:cite2:botcar:michaux.2017a:13b_05	urn:cite2:fufolio:botcar.2017a:Michaux1154	13b	05	michx-Vol13b-5-22-08-58-56	Fabaceae	Lupinus pilosus		Georgie; Trouvé le 25 avril 1787 pres la riv. Savanah; Lieux sablonneux et arides a 3 miles d'Alatamaha route de Sunbury				Diadelphia		Decandria	55
urn:cite2:botcar:michaux.2017a:13b_06	urn:cite2:fufolio:botcar.2017a:Michaux1155	13b	06	michx-Vol13b-6-22-08-59-09	Fabaceae	Psoralea annua		Kaskaskia				Diadelphia		Decandria	57
urn:cite2:botcar:michaux.2017a:13b_07	urn:cite2:fufolio:botcar.2017a:Michaux1156	13b	07	michx-Vol13b-7-22-08-59-16	Fabaceae	Psoralea annua						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_08	urn:cite2:fufolio:botcar.2017a:Michaux1157	13b	08	michx-Vol13b-8-22-08-59-21	Fabaceae	Psoralea annua						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_09	urn:cite2:fufolio:botcar.2017a:Michaux1158	13b	09	michx-Vol13b-9-22-08-59-43	Fabaceae	Psoralea canescens					Type: Psoralea canescens Michx. = Pediomelon cansecens (Michx.) Rydh	Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_10	urn:cite2:fufolio:botcar.2017a:Michaux1160	13b	10	michx-Vol13b-10-22-09-00-06	Fabaceae	Psoralea lupinellus		Carolines				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_11	urn:cite2:fufolio:botcar.2017a:Michaux1161	13b	11	michx-Vol13b-11-22-09-00-20	Fabaceae	Psoralea melilotoides						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_12	urn:cite2:fufolio:botcar.2017a:Michaux1162	13b	12	michx-Vol13b-12-22-09-00-31	Fabaceae	Trifolium carolinense		Environs de Charleston (et d'Augusta en Georgie)?; Hab. in Virginia, Carolina, Georgia				Diadelphia		Decandria	58
urn:cite2:botcar:michaux.2017a:13b_13	urn:cite2:fufolio:botcar.2017a:Michaux1163	13b	13	michx-Vol13b-13-22-09-00-43	Fabaceae	Trifolium reflexum		Buffaloe grass Kentucky				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_14	urn:cite2:fufolio:botcar.2017a:Michaux1164	13b	14	michx-Vol13b-14-22-09-00-53	Fabaceae	Trifolium repens		Tour le Canada				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_15	urn:cite2:fufolio:botcar.2017a:Michaux1165	13b	15	michx-Vol13b-15-22-09-01-02	Fabaceae	Trifolium agrarium		Pensylvanie				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_16	urn:cite2:fufolio:botcar.2017a:Michaux1166	13b	16	michx-Vol13b-16-22-09-01-10	Fabaceae	Trifolium indet			Trifolium arvense			Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_17	urn:cite2:fufolio:botcar.2017a:Michaux1167	13b	17	michx-Vol13b-17-22-09-01-19	Fabaceae	Trifolium indet						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_18	urn:cite2:fufolio:botcar.2017a:Michaux1168	13b	18	michx-Vol13b-18-22-09-01-30	Fabaceae	Trifolium pratense	Amorpha	Sur Holston Riv.				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_19	urn:cite2:fufolio:botcar.2017a:Michaux1169	13b	19	michx-Vol13b-19-22-09-01-41	Fabaceae	Medicago lupulina		Malbaye et Baye St. Paul en Canada; Bords des chemins Caroline	The plant from Carolina is Trifolium minus			Diadelphia		Decandria	60
urn:cite2:botcar:michaux.2017a:13b_20	urn:cite2:fufolio:botcar.2017a:Michaux1170	13b	20	michx-Vol13b-20-22-09-01-54	Fabaceae	Phaseolus trilobus	Phaseolus sinuatus	Virginie				Diadelphia		Decandria	60
urn:cite2:botcar:michaux.2017a:13b_21	urn:cite2:fufolio:botcar.2017a:Michaux1171	13b	21	michx-Vol13b-21-22-09-02-01	Fabaceae	Phaseolus helvolus		in Carolina				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_22	urn:cite2:fufolio:botcar.2017a:Michaux1173	13b	22	michx-Vol13b-22-22-09-02-15	Fabaceae	Phaseolus						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_23	urn:cite2:fufolio:botcar.2017a:Michaux1172	13b	23	michx-Vol13b-23-22-09-02-09	Fabaceae	Phaseolus helvolus						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_24	urn:cite2:fufolio:botcar.2017a:Michaux1174	13b	24	michx-Vol13b-24-22-09-02-20	Fabaceae	Phaseolus						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_25	urn:cite2:fufolio:botcar.2017a:Michaux1175	13b	25	michx-Vol13b-25-22-09-02-34	Fabaceae	Phaseolus niger		sables arides				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_26	urn:cite2:fufolio:botcar.2017a:Michaux1176	13b	26	michx-Vol13b-26-22-09-02-43	Fabaceae	Phaseolus?						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_27	urn:cite2:fufolio:botcar.2017a:Michaux1177	13b	27	michx-Vol13b-27-22-09-02-53	Fabaceae	Galactia mollis		Basse Carol.				Diadelphia		Decandria	61
urn:cite2:botcar:michaux.2017a:13b_28	urn:cite2:fufolio:botcar.2017a:Michaux1178	13b	28	michx-Vol13b-28-22-09-02-58	Fabaceae	Galactia mollis						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_29	urn:cite2:fufolio:botcar.2017a:Michaux1179	13b	29	michx-Vol13b-29-22-09-03-10	Fabaceae	Galactia glabella		Carolina				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_30	urn:cite2:fufolio:botcar.2017a:Michaux1180	13b	30	michx-Vol13b-30-22-09-03-20	Fabaceae	Galactia						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_31	urn:cite2:fufolio:botcar.2017a:Michaux1181	13b	31	michx-Vol13b-31-22-09-03-25	Fabaceae	Galactia						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_32	urn:cite2:fufolio:botcar.2017a:Michaux1182	13b	32	michx-Vol13b-32-22-09-03-29	Fabaceae	Galactia						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_33	urn:cite2:fufolio:botcar.2017a:Michaux1183	13b	33	michx-Vol13b-33-22-09-03-34	Fabaceae	Galactia						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_34	urn:cite2:fufolio:botcar.2017a:Michaux1184	13b	34	michx-Vol13b-34-22-09-03-46	Fabaceae	Clitoria virginiana						Diadelphia		Decandria	62
urn:cite2:botcar:michaux.2017a:13b_35	urn:cite2:fufolio:botcar.2017a:Michaux1185	13b	35	michx-Vol13b-35-22-09-03-50	Fabaceae	Clitoria virginiana						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_36	urn:cite2:fufolio:botcar.2017a:Michaux1186	13b	36	michx-Vol13b-36-22-09-03-59	Fabaceae	Clitoria mariana						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_37	urn:cite2:fufolio:botcar.2017a:Michaux1187	13b	37	michx-Vol13b-37-22-09-04-06	Fabaceae	Clitoria mariana						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_38	urn:cite2:fufolio:botcar.2017a:Michaux1188	13b	38	michx-Vol13b-38-22-09-04-18	Fabaceae	Glycine frutescens	Wisteria frucescens					Diadelphia		Decandria	63
urn:cite2:botcar:michaux.2017a:13b_39	urn:cite2:fufolio:botcar.2017a:Michaux1189	13b	39	michx-Vol13b-39-22-09-04-29	Fabaceae	Glycine apios		Virginie				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_40	urn:cite2:fufolio:botcar.2017a:Michaux1190	13b	40	michx-Vol13b-40-22-09-04-40	Fabaceae	Glycine tomentosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_41	urn:cite2:fufolio:botcar.2017a:Michaux1191	13b	41	michx-Vol13b-41-22-09-04-43	Fabaceae	Glycine tomentosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_42	urn:cite2:fufolio:botcar.2017a:Michaux1192	13b	42	michx-Vol13b-42-22-09-04-50	Fabaceae	Glycine tomentosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_43	urn:cite2:fufolio:botcar.2017a:Michaux1193	13b	43	michx-Vol13b-43-22-09-04-55	Fabaceae	Glycine tomentosa					Type	Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_44	urn:cite2:fufolio:botcar.2017a:Michaux1194	13b	44	michx-Vol13b-44-22-09-05-00	Fabaceae	Glycine tomentosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_45	urn:cite2:fufolio:botcar.2017a:Michaux1195	13b	45	michx-Vol13b-45-22-09-05-05	Fabaceae	Glycine tomentosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_46	urn:cite2:fufolio:botcar.2017a:Michaux1196	13b	46	michx-Vol13b-46-22-09-05-22	Fabaceae	Glycine monoica						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_47	urn:cite2:fufolio:botcar.2017a:Michaux1197	13b	47	michx-Vol13b-47-22-09-05-28	Fabaceae	Glycine monoica						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_48	urn:cite2:fufolio:botcar.2017a:Michaux1198	13b	48	michx-Vol13b-48-22-09-05-33	Fabaceae	Glycine monoica		Kingston				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_49	urn:cite2:fufolio:botcar.2017a:Michaux1199	13b	49	michx-Vol13b-49-22-09-05-37	Fabaceae	Glycine monoica	Amphicarpaea bracteata	Haute et basse Caroline, Pea vine; Rives de l'Ohio				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_50	urn:cite2:fufolio:botcar.2017a:Michaux1200	13b	50	michx-Vol13b-50-22-09-05-48	Fabaceae	Glycene tomentosa					Type	Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_51	urn:cite2:fufolio:botcar.2017a:Michaux1201	13b	51	michx-Vol13b-51-22-09-06-03	Fabaceae	Amorpha fruticosa						Diadelphia		Decandria	64
urn:cite2:botcar:michaux.2017a:13b_52	urn:cite2:fufolio:botcar.2017a:Michaux1202	13b	52	michx-Vol13b-52-22-09-06-09	Fabaceae	Amorpha fruticosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_53	urn:cite2:fufolio:botcar.2017a:Michaux1203	13b	53	michx-Vol13b-53-22-09-06-22	Fabaceae	Amorpha pumila						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_54	urn:cite2:fufolio:botcar.2017a:Michaux1204	13b	54	michx-Vol13b-54-22-09-06-32	Fabaceae	Indet	Amorpha					Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_55	urn:cite2:fufolio:botcar.2017a:Michaux1205	13b	55	michx-Vol13b-55-22-09-06-41	Fabaceae	Indet	Amorpha					Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_56	urn:cite2:fufolio:botcar.2017a:Michaux1206	13b	56	michx-Vol13b-56-22-09-06-52	Fabaceae	Robinia hispida			non cultivé, ni greffé			Diadelphia		Decandria	65
urn:cite2:botcar:michaux.2017a:13b_57	urn:cite2:fufolio:botcar.2017a:Michaux1207	13b	57	michx-Vol13b-57-22-09-07-00	Fabaceae	Robinia viscosa		Nouvelle espece des hautes montagnes de Carol.				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_58	urn:cite2:fufolio:botcar.2017a:Michaux1208	13b	58	michx-Vol13b-58-22-09-07-17	Fabaceae	Lathyrus palustris		Lac St. Jean et Lac Champlain				Diadelphia		Decandria	66
urn:cite2:botcar:michaux.2017a:13b_59	urn:cite2:fufolio:botcar.2017a:Michaux1209	13b	59	michx-Vol13b-59-22-09-07-27	Fabaceae	Astragalus glaber		Georgie lieux arides				Diadelphia		Decandria	66
urn:cite2:botcar:michaux.2017a:13b_60	urn:cite2:fufolio:botcar.2017a:Michaux1210	13b	60	michx-Vol13b-60-22-09-07-35	Fabaceae	Astragalus caroliniensis		hautes montagnes				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_61	urn:cite2:fufolio:botcar.2017a:Michaux1211	13b	61	michx-Vol13b-61-22-09-07-42	Fabaceae	Astragalus secundus		Malbaye Lac St. Jean				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_62	urn:cite2:fufolio:botcar.2017a:Michaux1212	13b	62	michx-Vol13b-62-22-09-07-51	Fabaceae	Astragalus villosus		Georgie				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_63	urn:cite2:fufolio:botcar.2017a:Michaux1213	13b	63	michx-Vol13b-63-22-09-08-01	Fabaceae	Galega virginiana	Tephrosia virginiana					Diadelphia		Decandria	67
urn:cite2:botcar:michaux.2017a:13b_64	urn:cite2:fufolio:botcar.2017a:Michaux1214	13b	64	michx-Vol13b-64-22-09-08-06	Fabaceae	Galega virginiana	Tephrosia virginiana					Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_65	urn:cite2:fufolio:botcar.2017a:Michaux1215	13b	65	michx-Vol13b-65-22-09-08-20	Fabaceae	Galega villosa		Caroline et Floride				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_66	urn:cite2:fufolio:botcar.2017a:Michaux1216	13b	66	michx-Vol13b-66-22-09-08-27	Fabaceae	Galega villosa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_67	urn:cite2:fufolio:botcar.2017a:Michaux1217	13b	67	michx-Vol13b-67-22-09-08-33	Fabaceae	Galega villosa	Tephrosia floridana					Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_68	urn:cite2:fufolio:botcar.2017a:Michaux1218	13b	68	michx-Vol13b-68-22-09-08-48	Fabaceae	Galega hispidula						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_69	urn:cite2:fufolio:botcar.2017a:Michaux1219	13b	69	michx-Vol13b-69-22-09-08-52	Fabaceae	Galega hispidula						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_70	urn:cite2:fufolio:botcar.2017a:Michaux1220	13b	70	michx-Vol13b-70-22-09-08-57	Fabaceae	Galega hispidula						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_71	urn:cite2:fufolio:botcar.2017a:Michaux1221	13b	71	michx-Vol13b-71-22-09-09-08	Fabaceae	Galega erecta	Astragalus michauxii???					Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_72	urn:cite2:fufolio:botcar.2017a:Michaux1222	13b	72	michx-Vol13b-72-22-09-09-18	Fabaceae	Indigofera perennis						Diadelphia		Decandria	68
urn:cite2:botcar:michaux.2017a:13b_73	urn:cite2:fufolio:botcar.2017a:Michaux1223	13b	73	michx-Vol13b-73-22-09-09-25	Fabaceae	Indigofera perennis						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_74	urn:cite2:fufolio:botcar.2017a:Michaux1224	13b	74	michx-Vol13b-74-22-09-09-35	Fabaceae	Vicia sativa		Basse Carol.				Diadelphia		Decandria	69
urn:cite2:botcar:michaux.2017a:13b_75	urn:cite2:fufolio:botcar.2017a:Michaux1225	13b	75	michx-Vol13b-75-22-09-09-42	Fabaceae	Vicia sativa						Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_76	urn:cite2:fufolio:botcar.2017a:Michaux1226	13b	76	michx-Vol13b-76-22-09-09-59	Fabaceae	Vicia cracca		Canada				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_77	urn:cite2:fufolio:botcar.2017a:Michaux1227	13b	77	michx-Vol13b-77-22-09-10-08	Fabaceae	Vicia parviflora		Montagnes de l'Am. Sept.				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_78	urn:cite2:fufolio:botcar.2017a:Michaux1228	13b	78	michx-Vol13b-78-22-09-10-17	Fabaceae	Vicia pisiformi		Rochers des hautes Montag.				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_79	urn:cite2:fufolio:botcar.2017a:Michaux1229	13b	79	michx-Vol13b-79-22-09-10-27	Fabaceae	Pisum maritimum		Tadoussack				Diadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13b_80	urn:cite2:fufolio:botcar.2017a:Michaux1230	13b	80	michx-Vol13b-80-22-09-10-36	Asteraceae	Sisymbrium non cite			Hymenopappus scabiosaeus						
urn:cite2:botcar:michaux.2017a:13b_80a	urn:cite2:fufolio:botcar.2017a:Michaux1231	13b	80a	michx-Vol13b-80a-22-09-10-42											
urn:cite2:botcar:michaux.2017a:13b_80b	urn:cite2:fufolio:botcar.2017a:Michaux1232	13b	80b	michx-Vol13b-80b-22-09-11-03											
urn:cite2:botcar:michaux.2017a:13b_cover	urn:cite2:fufolio:botcar.2017a:Michaux1149	13b	cover	michx-Vol13b-cover-22-08-57-57											
urn:cite2:botcar:michaux.2017a:14_01	urn:cite2:fufolio:botcar.2017a:Michaux1234	14	01	michx-Vol14-1-22-09-16-03	Asteraceae	Prenanthes alba		haute Caroline				Syngenesia		Polygamia Aequalis	83
urn:cite2:botcar:michaux.2017a:14_02	urn:cite2:fufolio:botcar.2017a:Michaux1235	14	02	michx-Vol14-2-22-09-16-07	Asteraceae	Prenanthes alba						Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_03	urn:cite2:fufolio:botcar.2017a:Michaux1236	14	03	michx-Vol14-3-22-09-16-19	Asteraceae	Prenanthes autumnalis		Basse Caroline				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_04	urn:cite2:fufolio:botcar.2017a:Michaux1237	14	04	michx-Vol14-4-22-09-16-26	Asteraceae	Prenanthes racemosa		Lac St. Jean, Quebec et fleuve St. Laurent &c.				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_05	urn:cite2:fufolio:botcar.2017a:Michaux1238	14	05	michx-Vol14-5-22-09-16-34	Asteraceae	Prenanthes an scabra an racemosa		Illinois				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_06	urn:cite2:fufolio:botcar.2017a:Michaux1239	14	06	michx-Vol14-6-22-09-16-43	Asteraceae	Prenanthes crepidina						Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_06a	urn:cite2:fufolio:botcar.2017a:Michaux1240	14	06a	michx-Vol14-6a-22-09-16-48											
urn:cite2:botcar:michaux.2017a:14_07	urn:cite2:fufolio:botcar.2017a:Michaux1241	14	07	michx-Vol14-7-22-09-16-56	Asteraceae	Prenanthes crepidina						Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_08	urn:cite2:fufolio:botcar.2017a:Michaux1242	14	08	michx-Vol14-8-22-09-17-15	Asteraceae	Prenanthes crepidina		Illinois, Kentucky				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_09	urn:cite2:fufolio:botcar.2017a:Michaux1243	14	09	michx-Vol14-9-22-09-17-23	Asteraceae	Prenanthes scabra		Prairies des Illinois				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_10	urn:cite2:fufolio:botcar.2017a:Michaux1244	14	10	michx-Vol14-10-22-09-17-33	Asteraceae	Prenanthes		Haute Caroline, varieté de cell de la B. Carol.	Gala of the Earth (NB: Gall of the Earth)			Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_11	urn:cite2:fufolio:botcar.2017a:Michaux1245	14	11	michx-Vol14-11-22-09-17-43	Asteraceae	Indet	Prenanthes					Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_12	urn:cite2:fufolio:botcar.2017a:Michaux1246	14	12	michx-Vol14-12-22-09-18-00	Asteraceae	Lactuca longifolia		Haute Caroline; Hab in Carolina Environs de Burke				Syngenesia		Polygamia Aequalis	85
urn:cite2:botcar:michaux.2017a:14_12a	urn:cite2:fufolio:botcar.2017a:Michaux1247	14	12a	michx-Vol14-12a-22-09-18-22											
urn:cite2:botcar:michaux.2017a:14_13	urn:cite2:fufolio:botcar.2017a:Michaux1248	14	13	michx-Vol14-13-22-09-18-36	Asteraceae	Lactuca graminifolia		Floride et Basse Carol.				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_14	urn:cite2:fufolio:botcar.2017a:Michaux1249	14	14	michx-Vol14-14-22-09-18-47	Asteraceae	Sonchus floridanus		Basse Carolina				Syngenesia		Polygamia Aequalis	85
urn:cite2:botcar:michaux.2017a:14_15	urn:cite2:fufolio:botcar.2017a:Michaux1250	14	15	michx-Vol14-15-22-09-18-53	Asteraceae	Sonchus floridanus		Illinois				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_16	urn:cite2:fufolio:botcar.2017a:Michaux1251	14	16	michx-Vol14-16-22-09-19-07	Asteraceae	Sonchus canadensis		Haute Caroline				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_17	urn:cite2:fufolio:botcar.2017a:Michaux1252	14	17	michx-Vol14-17-22-09-19-18	Asteraceae	Sonchus pedunculis		Tadoussack				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_18	urn:cite2:fufolio:botcar.2017a:Michaux1253	14	18	michx-Vol14-18-22-09-19-28	Asteraceae	Hieracium canadense		Lacs Mistassins &c in Canada				Syngenesia		Polygamia Aequalis	86
urn:cite2:botcar:michaux.2017a:14_19	urn:cite2:fufolio:botcar.2017a:Michaux1254	14	19	michx-Vol14-19-22-09-19-37	Asteraceae	Hieracium scabrum		Montagnes de Carol. et Mistassins en Canada; Lacs Mistassins				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_20	urn:cite2:fufolio:botcar.2017a:Michaux1255	14	20	michx-Vol14-20-22-09-19-47	Asteraceae	Hieracium paniculatum		Habit. in excelcis Montib. Carolinae				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_21	urn:cite2:fufolio:botcar.2017a:Michaux1256	14	21	michx-Vol14-21-22-09-19-55	Asteraceae	Hieracium gronovii		Basse Caroline; Etat de N. York et Pensylvanie			Type	Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_22	urn:cite2:fufolio:botcar.2017a:Michaux1299	14	22	michx-Vol14-22-09-27-21	Asteraceae	Hyposeris montana		Sommet des hautes mont. de la Carol. Sept.				Syngenesia		Polygamia Aequalis	87
urn:cite2:botcar:michaux.2017a:14_22	urn:cite2:fufolio:botcar.2017a:Michaux1257	14	22	michx-Vol14-22-22-09-20-08	Asteraceae	Hyposeris montana		Sommet des hautes mont. de la Carol. Sept.				Syngenesia		Polygamia Aequalis	87
urn:cite2:botcar:michaux.2017a:14_23	urn:cite2:fufolio:botcar.2017a:Michaux1258	14	23	michx-Vol14-23-22-09-20-16	Asteraceae	Hyposeris amplexicaulis		Western territories; habitat in Pensylvaniea; Knoxville &c.				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_24	urn:cite2:fufolio:botcar.2017a:Michaux1259	14	24	michx-Vol14-24-22-09-20-26	Asteraceae	Hyposeris virginica						Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_25	urn:cite2:fufolio:botcar.2017a:Michaux1260	14	25	michx-Vol14-25-22-09-20-36	Asteraceae	Leontodon taraxacum						Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_26	urn:cite2:fufolio:botcar.2017a:Michaux1261	14	26	michx-Vol14-26-22-09-20-45	Asteraceae	Scorzonera pinnatidfida		In ruderalis Carolinae inferioris				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_27	urn:cite2:fufolio:botcar.2017a:Michaux1262	14	27	michx-Vol14-27-22-09-20-55	Asteraceae	Cirsium repandum			Carduus virginianum Walt.? Base n'est pas virginianum de Walt.			Syngenesia		Polygamia Aequalis	89?
urn:cite2:botcar:michaux.2017a:14_28	urn:cite2:fufolio:botcar.2017a:Michaux1263	14	28	michx-Vol14-28-22-09-21-04	Asteraceae	Cirsium muticum		In excelsis Montib. Carolinae				Syngenesia		Polygamia Aequalis	
urn:cite2:botcar:michaux.2017a:14_29	urn:cite2:fufolio:botcar.2017a:Michaux1264	14	29	michx-Vol14-29-22-09-21-16	Asteraceae	Cirsium virginianum						Syngenesia		Polygamia Aequalis	
