SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:03b_11	urn:cite2:fufolio:botcar.2017a:Michaux9284	03b	11	michx-Vol03b-11-21-07-04-26	Molluginaceae	Mollugo verticillata		New York		Always assumed introduced from tropics - maybe not?		Triandria		Trigynia	
urn:cite2:botcar:michaux.2017a:03b_12	urn:cite2:fufolio:botcar.2017a:Michaux9287	03b	12	michx-Vol03b-12-21-07-04-58	Rubiaceae	Galium claytonii		New Jersey, a Canona Nova Anglia ad Pensylvaniam				Tetrandria		Monogynia	78
urn:cite2:botcar:michaux.2017a:03b_13	urn:cite2:fufolio:botcar.2017a:Michaux9288	03b	13	michx-Vol03b-13-21-07-05-15	Rubiaceae	Galium asprellum		Cailla lait blanc du Canada				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_14	urn:cite2:fufolio:botcar.2017a:Michaux9289	03b	14	michx-Vol03b-14-21-07-06-18	Rubiaceae	Galium latifolium		Caroline hautes Montag.				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_15	urn:cite2:fufolio:botcar.2017a:Michaux9290	03b	15	michx-Vol03b-15-21-07-06-35	Rubiaceae	Galium uniflorum		Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_16	urn:cite2:fufolio:botcar.2017a:Michaux9291	03b	16	michx-Vol03b-16-21-07-06-48	Rubiaceae	Galium hispidulum		Basse Caroline			Type: Galium hispidulum Michx.	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_17	urn:cite2:fufolio:botcar.2017a:Michaux9292	03b	17	michx-Vol03b-17-21-07-07-03	Rubiaceae	Galium triflorum		in Canada				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_18	urn:cite2:fufolio:botcar.2017a:Michaux9293	03b	18	michx-Vol03b-18-21-07-07-16	Rubiaceae	Galium punticulosum		Basse Carolina				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_19	urn:cite2:fufolio:botcar.2017a:Michaux9294	03b	19	michx-Vol03b-19-21-07-07-32	Rubiaceae	Galium circaezans						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_20	urn:cite2:fufolio:botcar.2017a:Michaux9296	03b	20	michx-Vol03b-20-21-07-07-57	Rubiaceae	Rubia brownei		in umbrosis sylvanum Carolinae				Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_20a	urn:cite2:fufolio:botcar.2017a:Michaux9297	03b	20a	michx-Vol03b-20a-21-07-08-01											
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9269	03b	21	michx-Vol03b-21-07-00-55	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9270	03b	21	michx-Vol03b-21-07-01-03	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9274	03b	21	michx-Vol03b-21-07-02-10	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9282	03b	21	michx-Vol03b-21-07-04-08	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9285	03b	21	michx-Vol03b-21-07-04-42	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9286	03b	21	michx-Vol03b-21-07-04-49	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9295	03b	21	michx-Vol03b-21-07-07-48	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9298	03b	21	michx-Vol03b-21-07-08-10	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9301	03b	21	michx-Vol03b-21-07-08-48	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9307	03b	21	michx-Vol03b-21-07-09-55	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9312	03b	21	michx-Vol03b-21-07-10-42	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9316	03b	21	michx-Vol03b-21-07-11-26	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9329	03b	21	michx-Vol03b-21-07-13-50	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9332	03b	21	michx-Vol03b-21-07-14-15	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9336	03b	21	michx-Vol03b-21-07-14-54	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9340	03b	21	michx-Vol03b-21-07-15-35	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_21	urn:cite2:fufolio:botcar.2017a:Michaux9299	03b	21	michx-Vol03b-21-21-07-08-20	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	81
urn:cite2:botcar:michaux.2017a:03b_22	urn:cite2:fufolio:botcar.2017a:Michaux9300	03b	22	michx-Vol03b-22-21-07-08-30	Rubiaceae	Diodia virginica						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_23	urn:cite2:fufolio:botcar.2017a:Michaux9302	03b	23	michx-Vol03b-23-21-07-08-55	Rubiaceae	Spermacoce diodina	Diodia teres	Basse Carol				Tetrandria		Monogynia	82
urn:cite2:botcar:michaux.2017a:03b_24	urn:cite2:fufolio:botcar.2017a:Michaux9303	03b	24	michx-Vol03b-24-21-07-09-02	Rubiaceae	Spermacoce diodina	Diodia teres					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_25	urn:cite2:fufolio:botcar.2017a:Michaux9304	03b	25	michx-Vol03b-25-21-07-09-08	Rubiaceae	Spermacoce diodina	Diodia teres					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_26	urn:cite2:fufolio:botcar.2017a:Michaux9305	03b	26	michx-Vol03b-26-21-07-09-37	Rubiaceae	Spermacoce glabra	Spermacoce glabra	in regione Illinoensis				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_27	urn:cite2:fufolio:botcar.2017a:Michaux9306	03b	27	michx-Vol03b-27-21-07-09-43	Rubiaceae	Spermacoce glabra	Spermacoce glabra	Illin				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_28	urn:cite2:fufolio:botcar.2017a:Michaux9308	03b	28	michx-Vol03b-28-21-07-10-03	Tetrachondraceae	Polypremum procumbens					Polypremum procumbens L = Holotype de P. linnaei Michx.	Tetrandria		Monogynia	82
urn:cite2:botcar:michaux.2017a:03b_29	urn:cite2:fufolio:botcar.2017a:Michaux9309	03b	29	michx-Vol03b-29-21-07-10-14	Tetrachondraceae	Polypremum procumbens		Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_30	urn:cite2:fufolio:botcar.2017a:Michaux9310	03b	30	michx-Vol03b-30-21-07-10-20	Tetrachondraceae	Polypremum procumbens						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_31	urn:cite2:fufolio:botcar.2017a:Michaux9311	03b	31	michx-Vol03b-31-21-07-10-31	Tetrachondraceae	indet	Polypremum procumbens					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_32	urn:cite2:fufolio:botcar.2017a:Michaux9313	03b	32	michx-Vol03b-32-21-07-10-48	Rubiaceae	Oldenlandia glomerata		Basse Carol				Tetrandria		Monogynia	83
urn:cite2:botcar:michaux.2017a:03b_33	urn:cite2:fufolio:botcar.2017a:Michaux9314	03b	33	michx-Vol03b-33-21-07-11-04	Rubiaceae	Oldenlandia glomerata						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_34	urn:cite2:fufolio:botcar.2017a:Michaux9315	03b	34	michx-Vol03b-34-21-07-11-15	Rubiaceae	Hedyotis?	Oldenlandia?	Basse Carol				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_35	urn:cite2:fufolio:botcar.2017a:Michaux9317	03b	35	michx-Vol03b-35-21-07-11-32	Rubiaceae	Houstonia caerulea		Hautes montagnes de Caroline				Tetrandria		Monogynia	84
urn:cite2:botcar:michaux.2017a:03b_36	urn:cite2:fufolio:botcar.2017a:Michaux9318	03b	36	michx-Vol03b-36-21-07-11-38	Rubiaceae	Houstonia caerulea		N Jersey et Pensylvania et haute Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_37	urn:cite2:fufolio:botcar.2017a:Michaux9319	03b	37	michx-Vol03b-37-21-07-11-55	Rubiaceae	Houstonia linnai		Basse Carolina				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_38	urn:cite2:fufolio:botcar.2017a:Michaux9320	03b	38	michx-Vol03b-38-21-07-12-14	Rubiaceae	Houstonia serpyllifolia		Sommet des plus hautes montagnes			Type: H serpyllifolia Michx.	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_39	urn:cite2:fufolio:botcar.2017a:Michaux9321	03b	39	michx-Vol03b-39-21-07-12-24	Rubiaceae	Houstonia rotundifolia						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_40	urn:cite2:fufolio:botcar.2017a:Michaux9322	03b	40	michx-Vol03b-40-21-07-12-30	Rubiaceae	Houstonia rotundifolia			Voyes la descript au supplement des Pl. de la floride No. 1er			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_41	urn:cite2:fufolio:botcar.2017a:Michaux9323	03b	41	michx-Vol03b-41-21-07-12-46	Rubiaceae	Houstonia angustifolia						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_42	urn:cite2:fufolio:botcar.2017a:Michaux9324	03b	42	michx-Vol03b-42-21-07-12-57	Rubiaceae	Houstonia various		Basse Carol	Cette plante qui se rapporte a celle houstonia purpurea L. doit etre separé du genre houstonia			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_43	urn:cite2:fufolio:botcar.2017a:Michaux9325	03b	43	michx-Vol03b-43-21-07-13-04	Rubiaceae	Houstonia ? purpurea		haute et basse Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_44	urn:cite2:fufolio:botcar.2017a:Michaux9326	03b	44	michx-Vol03b-44-21-07-13-18	Rubiaceae	Houstonia purpurea			Houstonia longifolia			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_45	urn:cite2:fufolio:botcar.2017a:Michaux9327	03b	45	michx-Vol03b-45-21-07-13-28	Rubiaceae	Houstonia purpurea		Kentucky lieux arides				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_46	urn:cite2:fufolio:botcar.2017a:Michaux9328	03b	46	michx-Vol03b-46-21-07-13-41	Rubiaceae	Houstonia caerulea						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_47	urn:cite2:fufolio:botcar.2017a:Michaux9330	03b	47	michx-Vol03b-47-21-07-13-57	Rubiaceae	Mitchella repens		Environs de Quebec				Tetrandria		Monogynia	86
urn:cite2:botcar:michaux.2017a:03b_48	urn:cite2:fufolio:botcar.2017a:Michaux9331	03b	48	michx-Vol03b-48-21-07-14-03	Rubiaceae	Mitchella repens						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_49	urn:cite2:fufolio:botcar.2017a:Michaux9333	03b	49	michx-Vol03b-49-21-07-14-23	Rubiaceae	Cephalanthus occidentalis		Nova Anglia ad Floridam				Tetrandria		Monogynia	87
urn:cite2:botcar:michaux.2017a:03b_50	urn:cite2:fufolio:botcar.2017a:Michaux9334	03b	50	michx-Vol03b-50-21-07-14-31	Rubiaceae	Cephalanthus occidentalis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_51	urn:cite2:fufolio:botcar.2017a:Michaux9335	03b	51	michx-Vol03b-51-21-07-14-37	Rubiaceae	Cephalanthus occidentalis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_52	urn:cite2:fufolio:botcar.2017a:Michaux9337	03b	52	michx-Vol03b-52-21-07-15-03	Linnaeaceae	Linnaea borealis		Pres le Lac Champlain dix miles avant Skeensborough				Tetrandria		Monogynia	87
urn:cite2:botcar:michaux.2017a:03b_53	urn:cite2:fufolio:botcar.2017a:Michaux9338	03b	53	michx-Vol03b-53-21-07-15-11	Linnaeaceae	Linnaea borealis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_54	urn:cite2:fufolio:botcar.2017a:Michaux9339	03b	54	michx-Vol03b-54-21-07-15-18	Linnaeaceae	Linnaea borealis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_55	urn:cite2:fufolio:botcar.2017a:Michaux9341	03b	55	michx-Vol03b-55-21-07-15-45	Onagraceae	Ludwigia apetala (glandulosa - scratched out)		habitat in Carolinae, mais floret				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_56	urn:cite2:fufolio:botcar.2017a:Michaux9343	03b	56	michx-Vol03b-56-21-07-16-04	Onagraceae	Ludwigia indet						Tetrandria		Monogynia	87
urn:cite2:botcar:michaux.2017a:03b_57	urn:cite2:fufolio:botcar.2017a:Michaux9342	03b	57	michx-Vol03b-57-21-07-15-57	Onagraceae	Ludwigia pedunculosa		habit in Carolina maritima ad ripas	1794		Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_58	urn:cite2:fufolio:botcar.2017a:Michaux9344	03b	58	michx-Vol03b-58-21-07-16-19	Onagraceae	Ludwigia microcarpa		in udis graminosis carolina Goose Creek			Type: Ludwigia microcarpa Michx.	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_59	urn:cite2:fufolio:botcar.2017a:Michaux9345	03b	59	michx-Vol03b-59-21-07-16-30	Onagraceae	Ludwigia microcarpa					Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_60	urn:cite2:fufolio:botcar.2017a:Michaux9346	03b	60	michx-Vol03b-60-21-07-16-38	Onagraceae	Ludwigia angustifolia		Carol			Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_61	urn:cite2:fufolio:botcar.2017a:Michaux9347	03b	61	michx-Vol03b-61-21-07-16-48	Onagraceae	Ludwigia angustifolia						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_62	urn:cite2:fufolio:botcar.2017a:Michaux9348	03b	62	michx-Vol03b-62-21-07-17-01	Onagraceae	Ludwigia angustifolia					Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_63	urn:cite2:fufolio:botcar.2017a:Michaux9350	03b	63	michx-Vol03b-63-21-07-17-19	Onagraceae	Ludwigia jussieoides					Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_64	urn:cite2:fufolio:botcar.2017a:Michaux9349	03b	64	michx-Vol03b-64-21-07-17-11	Onagraceae	Ludwigia decurrens (jussieoides)		Planta annnua Caroline			Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_65	urn:cite2:fufolio:botcar.2017a:Michaux9352	03b	65	michx-Vol03b-65-21-07-17-42	Onagraceae	Ludwigia alternifolia						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_66	urn:cite2:fufolio:botcar.2017a:Michaux9351	03b	66	michx-Vol03b-66-21-07-17-32	Onagraceae	Ludwigia alternifolia (macrocarpa)			Ludwig alternifolia de Walt. est une autre espece			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_67	urn:cite2:fufolio:botcar.2017a:Michaux9353	03b	67	michx-Vol03b-67-21-07-17-56	Onagraceae	Ludwigia virgata					Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_68	urn:cite2:fufolio:botcar.2017a:Michaux9354	03b	68	michx-Vol03b-68-21-07-18-08	Onagraceae	Ludwigia pilosa? (mollis)		Basse Carol			Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_69	urn:cite2:fufolio:botcar.2017a:Michaux9355	03b	69	michx-Vol03b-69-21-07-18-18	Onagraceae	Ludwigia (capitata) suffruticosa	Ludwigia suffruticola				Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_70	urn:cite2:fufolio:botcar.2017a:Michaux9356	03b	70	michx-Vol03b-70-21-07-18-25	Onagraceae	Ludwigia	Ludwigia suffruticola		Ludwigia capitata Michx.		Isotype	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:03b_cover	urn:cite2:fufolio:botcar.2017a:Michaux9268	03b	cover	michx-Vol03b-cover-21-07-00-14											
urn:cite2:botcar:michaux.2017a:04_01	urn:cite2:fufolio:botcar.2017a:Michaux9748	04	01	michx-Vol04-1-21-09-53-44	Cornaceae	Cornus canadensis		Lac Champlain et jusqu'a la Baye d'Hudson		FBA 90-102		Tetrandria		Monogynia	91
urn:cite2:botcar:michaux.2017a:04_02	urn:cite2:fufolio:botcar.2017a:Michaux9749	04	02	michx-Vol04-2-21-09-53-55	Cornaceae	Cornus canadensis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_03	urn:cite2:fufolio:botcar.2017a:Michaux9750	04	03	michx-Vol04-3-21-09-54-00	Cornaceae	Cornus canadensis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_04	urn:cite2:fufolio:botcar.2017a:Michaux9751	04	04	michx-Vol04-4-21-09-54-07	Cornaceae	Cornus canadensis						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_05	urn:cite2:fufolio:botcar.2017a:Michaux9763	04	05	michx-Vol04-5-21-09-57-32	Cornaceae	Cornus florida						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_06	urn:cite2:fufolio:botcar.2017a:Michaux9764	04	06	michx-Vol04-6-21-09-57-43	Cornaceae	Cornus lanuginosa, Cornus sericea			fruit bleu vraiment bleu			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_07	urn:cite2:fufolio:botcar.2017a:Michaux9765	04	07	michx-Vol04-7-21-09-57-52	Cornaceae	Cornus sericea						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_08	urn:cite2:fufolio:botcar.2017a:Michaux9766	04	08	michx-Vol04-8-21-09-57-58	Cornaceae	Cornus sericea		Jard. du Cit. Cels				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_09	urn:cite2:fufolio:botcar.2017a:Michaux9767	04	09	michx-Vol04-9-21-09-58-04	Cornaceae	Cornus sericea						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_10	urn:cite2:fufolio:botcar.2017a:Michaux9768	04	10	michx-Vol04-10-21-09-58-10	Cornaceae	Cornus sericea						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_11	urn:cite2:fufolio:botcar.2017a:Michaux9769	04	11	michx-Vol04-11-21-09-58-24	Cornaceae	Cornus lanuginosa		Montreal? Rivierre de l'Assumpt.				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_12	urn:cite2:fufolio:botcar.2017a:Michaux9770	04	12	michx-Vol04-12-21-09-58-30	Cornaceae	Cornus lanuginosa			fruit bleu, C. sericea l'herit.			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_13	urn:cite2:fufolio:botcar.2017a:Michaux9771	04	13	michx-Vol04-13-21-09-58-37	Cornaceae	Cornus lanuginosa						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_14	urn:cite2:fufolio:botcar.2017a:Michaux9772	04	14	michx-Vol04-14-21-09-58-44	Cornaceae	Cornus alba? varieté?		Jard. de M. le Monnier	Cornus sericea var.			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_15	urn:cite2:fufolio:botcar.2017a:Michaux9773	04	15	michx-Vol04-15-21-09-58-57	Cornaceae	Cornus stolonifera		Cornoviller des rivages Lac St. Jean et rivierres qui coulent aux Lacs Mistassins				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_16	urn:cite2:fufolio:botcar.2017a:Michaux9774	04	16	michx-Vol04-16-21-09-59-07	Cornaceae	Cornus verrucosa		Lac Champlain et Rivierre Sagney Canada	Cornus stolonifera			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_16a	urn:cite2:fufolio:botcar.2017a:Michaux9775	04	16a	michx-Vol04-16a-21-09-59-15											
urn:cite2:botcar:michaux.2017a:04_17	urn:cite2:fufolio:botcar.2017a:Michaux9776	04	17	michx-Vol04-17-21-09-59-39	Cornaceae	Cornus fastigiata			Cornus stricta			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_18	urn:cite2:fufolio:botcar.2017a:Michaux9777	04	18	michx-Vol04-18-21-09-59-48	Cornaceae	Cornus stricta		Pres le ruisseau de Neuf Miles, c'est le seul endroit ou ju l'ai vu au Carolina, fleurit a la fin d'Avril				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_19	urn:cite2:fufolio:botcar.2017a:Michaux9778	04	19	michx-Vol04-19-21-09-59-56	Cornaceae	Cornus stricta						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_20	urn:cite2:fufolio:botcar.2017a:Michaux9779	04	20	michx-Vol04-20-21-10-00-09	Cornaceae	Cornus paniculata		Le Monnier et Trianon				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_21	urn:cite2:fufolio:botcar.2017a:Michaux9780	04	21	michx-Vol04-21-21-10-00-15	Cornaceae	Cornus paniculata						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_22	urn:cite2:fufolio:botcar.2017a:Michaux9781	04	22	michx-Vol04-22-21-10-00-21	Cornaceae	Cornus paniculata						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_23	urn:cite2:fufolio:botcar.2017a:Michaux9782	04	23	michx-Vol04-23-21-10-00-27	Cornaceae	Cornus paniculata		Du Jardin de Trianon	Cette espece me parait être le Cornouiller des bords des ruisseaux en Basse Carol			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_24	urn:cite2:fufolio:botcar.2017a:Michaux9783	04	24	michx-Vol04-24-21-10-00-33	Cornaceae	Cornus paniculata		New Jersey				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_25	urn:cite2:fufolio:botcar.2017a:Michaux9784	04	25	michx-Vol04-25-21-10-00-40	Cornaceae	Cornus racemosa	Cornus paniculata?					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_26	urn:cite2:fufolio:botcar.2017a:Michaux9785	04	26	michx-Vol04-26-27-21-10-01-06	Cornaceae	Cornus paniculata		Cornouiller blanc Albany et N. York	Cornus asperifolia cum Cornus paniculata (same sheet as 27)			Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_28	urn:cite2:fufolio:botcar.2017a:Michaux9786	04	28	michx-Vol04-28-21-10-01-12	Cornaceae	Cornus asperifolia		Basse Caroline fleurit au mais de Juin se trouve plus souvent au milieu des grandes swamps				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_28a	urn:cite2:fufolio:botcar.2017a:Michaux9787	04	28a	michx-Vol04-28a-21-10-01-23											
urn:cite2:botcar:michaux.2017a:04_29	urn:cite2:fufolio:botcar.2017a:Michaux9788	04	29	michx-Vol04-29-21-10-01-35	Cornaceae	Cornus alternifolia		Lac St. Jean, Canada, Pensylvanie et hautes Montagnes en Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_30	urn:cite2:fufolio:botcar.2017a:Michaux9789	04	30	michx-Vol04-30-21-10-01-45	Cornaceae	Cornus alba						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_31	urn:cite2:fufolio:botcar.2017a:Michaux9790	04	31	michx-Vol04-31-21-10-01-53	Cornaceae	Cornus alba						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_32	urn:cite2:fufolio:botcar.2017a:Michaux9791	04	32	michx-Vol04-32-21-10-02-08	Cornaceae	Cornus sanguinea		Environs de Paris et Nord de l'Europe &c				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_33	urn:cite2:fufolio:botcar.2017a:Michaux9792	04	33	michx-Vol04-33-21-10-02-20	Callicarpaceae	indet	Callicarpa americana					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_34	urn:cite2:fufolio:botcar.2017a:Michaux9793	04	34	michx-Vol04-34-21-10-02-30	Plantaginaceae	Plantago kentuckensis	Plantago cordata	Hab copiole in rivulis kentucky an Pl. Canadensis Juss.			Type	Tetrandria		Monogynia	94
urn:cite2:botcar:michaux.2017a:04_35	urn:cite2:fufolio:botcar.2017a:Michaux9794	04	35	michx-Vol04-35-36-21-10-02-40	Plantaginaceae	Plantago virginica	Plantago virginica	Same sheet as 36				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_37	urn:cite2:fufolio:botcar.2017a:Michaux9795	04	37	michx-Vol04-37-21-10-02-49	Plantaginaceae	Plantago sparsiflora		Basse Caroline & Georgie in aridis sylvanum				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_38	urn:cite2:fufolio:botcar.2017a:Michaux9796	04	38	michx-Vol04-38-21-10-03-00	Plantaginaceae	Plantago maritima		ad ripas maritimas fluummi St. Laurentii Canada				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_39	urn:cite2:fufolio:botcar.2017a:Michaux9797	04	39	michx-Vol04-39-21-10-03-11	Plantaginaceae	Plantago aristata		im pratensibus Illinoensium			Type	Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_40	urn:cite2:fufolio:botcar.2017a:Michaux9798	04	40	michx-Vol04-40-21-10-03-20	Plantaginaceae	Plantago major		ab Europeis allata in Carolinam Donné par le Cit. Bose				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_41	urn:cite2:fufolio:botcar.2017a:Michaux9799	04	41	michx-Vol04-41-21-10-03-28	Plantaginaceae	Plantago lanceolata		Ab Europeis allata in Carolinam				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_42	urn:cite2:fufolio:botcar.2017a:Michaux9800	04	42	michx-Vol04-42-21-10-03-38	Solanaceae	Lycium tetrandrum	Lycium carolinianum	in maritimis Georgia				Tetrandria		Monogynia	95
